fixture_id,date,round,home_team,away_team,home_goals,away_goals,status,venue,source,is_finished,elo_h_clean,elo_a_clean
,1998-07-11,FIFA World Cup,Netherlands,Croatia,1,2,FT,,kaggle,True,1576.232078886187,1532.2089141237373
,1998-07-12,FIFA World Cup,France,Brazil,3,0,FT,,kaggle,True,1599.6201666590846,1714.293520041725
,2002-05-31,FIFA World Cup,France,Senegal,0,1,FT,,kaggle,True,1615.4430245650037,1500.0
,2002-06-01,FIFA World Cup,Germany,Saudi Arabia,8,0,FT,,kaggle,True,1637.091450381839,1479.4102198254484
,2002-06-01,FIFA World Cup,Republic of Ireland,Cameroon,1,1,FT,,kaggle,True,1486.9790403293623,1492.3840150703957
,2002-06-01,FIFA World Cup,Uruguay,Denmark,1,2,FT,,kaggle,True,1481.6723406272579,1529.6593751137602
,2002-06-02,FIFA World Cup,Argentina,Nigeria,1,0,FT,,kaggle,True,1593.9250858123153,1501.6733065201372
,2002-06-02,FIFA World Cup,England,Sweden,1,1,FT,,kaggle,True,1585.9784439522325,1517.25529051809
,2002-06-02,FIFA World Cup,Paraguay,South Africa,2,2,FT,,kaggle,True,1493.4259496088796,1490.7721496112256
,2002-06-02,FIFA World Cup,Spain,Slovenia,3,1,FT,,kaggle,True,1531.5987221981013,1500.0
,2002-06-03,FIFA World Cup,Italy,Ecuador,2,0,FT,,kaggle,True,1673.6598635561647,1500.0
,2002-06-03,FIFA World Cup,Brazil,Turkey,2,1,FT,,kaggle,True,1698.470662135806,1488.6842163590954
,2002-06-03,FIFA World Cup,Croatia,Mexico,0,1,FT,,kaggle,True,1545.7213349782069,1468.7044237172133
,2002-06-04,FIFA World Cup,Japan,Belgium,2,2,FT,,kaggle,True,1467.4861151925695,1468.1686065142585
,2002-06-04,FIFA World Cup,South Korea,Poland,2,0,FT,,kaggle,True,1408.9993449981134,1564.2154787230618
,2002-06-04,FIFA World Cup,China,Costa Rica,0,2,FT,,kaggle,True,1500.0,1503.4871166465964
,2002-06-05,FIFA World Cup,Germany,Republic of Ireland,1,1,FT,,kaggle,True,1643.9908158322855,1487.165706485059
,2002-06-05,FIFA World Cup,Russia,Tunisia,2,0,FT,,kaggle,True,1531.9626926718877,1483.1249811799808
,2002-06-05,FIFA World Cup,USA,Portugal,3,2,FT,,kaggle,True,1425.670943047438,1536.2808679345344
,2002-06-06,FIFA World Cup,Cameroon,Saudi Arabia,1,0,FT,,kaggle,True,1492.197348914699,1472.5108543750018
,2002-06-06,FIFA World Cup,Denmark,Senegal,1,1,FT,,kaggle,True,1540.0124210840393,1515.8467266219961
,2002-06-06,FIFA World Cup,France,Uruguay,0,0,FT,,kaggle,True,1599.5962979430076,1471.3192946569789
,2002-06-07,FIFA World Cup,Argentina,England,0,1,FT,,kaggle,True,1602.8116483958208,1583.6353095151119
,2002-06-07,FIFA World Cup,Sweden,Nigeria,2,1,FT,,kaggle,True,1519.5984249552107,1492.7867439366316
,2002-06-07,FIFA World Cup,Spain,Paraguay,3,1,FT,,kaggle,True,1542.5103402373252,1493.334292386672
,2002-06-08,FIFA World Cup,Italy,Croatia,1,2,FT,,kaggle,True,1680.1160313179425,1531.1039961832525
,2002-06-08,FIFA World Cup,South Africa,Slovenia,1,0,FT,,kaggle,True,1490.8638068334333,1489.0883819607761
,2002-06-08,FIFA World Cup,Brazil,China,4,0,FT,,kaggle,True,1703.9935671784044,1488.1204366980464
,2002-06-09,FIFA World Cup,Japan,Russia,1,0,FT,,kaggle,True,1467.5096875774009,1542.286920482913
,2002-06-09,FIFA World Cup,Mexico,Ecuador,2,1,FT,,kaggle,True,1483.3217625121677,1493.5438322382222
,2002-06-09,FIFA World Cup,Costa Rica,Turkey,1,1,FT,,kaggle,True,1515.36667994855,1483.161311316497
,2002-06-10,FIFA World Cup,Portugal,Poland,4,0,FT,,kaggle,True,1520.5845782894685,1547.184812941948
,2002-06-10,FIFA World Cup,Tunisia,Belgium,1,1,FT,,kaggle,True,1472.8007533689554,1468.1450341294271
,2002-06-10,FIFA World Cup,South Korea,USA,1,1,FT,,kaggle,True,1426.0300107792273,1441.3672326925039
,2002-06-11,FIFA World Cup,Cameroon,Germany,0,2,FT,,kaggle,True,1503.5181282315477,1638.9144337159203
,2002-06-11,FIFA World Cup,Denmark,France,2,0,FT,,kaggle,True,1539.1791109356811,1595.35668237767
,2002-06-11,FIFA World Cup,Saudi Arabia,Republic of Ireland,0,3,FT,,kaggle,True,1461.190075058153,1492.2420886014243
,2002-06-11,FIFA World Cup,Senegal,Uruguay,3,3,FT,,kaggle,True,1516.6800367703543,1475.5589102223164
,2002-06-12,FIFA World Cup,Slovenia,Paraguay,1,3,FT,,kaggle,True,1477.1497024297068,1483.02152084907
,2002-06-12,FIFA World Cup,Nigeria,England,0,0,FT,,kaggle,True,1481.710952690814,1596.2969650494517
,2002-06-12,FIFA World Cup,Sweden,Argentina,1,1,FT,,kaggle,True,1530.6742162010282,1590.149992861481
,2002-06-12,FIFA World Cup,South Africa,Spain,2,3,FT,,kaggle,True,1502.8024863645026,1552.8231117749272
,2002-06-13,FIFA World Cup,Costa Rica,Brazil,2,5,FT,,kaggle,True,1514.2575208362423,1709.3689032184145
,2002-06-13,FIFA World Cup,Ecuador,Croatia,1,0,FT,,kaggle,True,1481.190876294114,1547.9567263392291
,2002-06-13,FIFA World Cup,Mexico,Italy,1,1,FT,,kaggle,True,1495.6747184562757,1663.263301161966
,2002-06-13,FIFA World Cup,Turkey,China,3,0,FT,,kaggle,True,1484.2704704288046,1482.7451006580363
,2002-06-14,FIFA World Cup,Belgium,Russia,3,2,FT,,kaggle,True,1468.305827350963,1527.7433601311172
,2002-06-14,FIFA World Cup,Japan,Tunisia,2,0,FT,,kaggle,True,1482.0532479291967,1472.6399601474195
,2002-06-14,FIFA World Cup,South Korea,Portugal,1,0,FT,,kaggle,True,1426.559395831332,1533.5015269251317
,2002-06-14,FIFA World Cup,Poland,USA,3,1,FT,,kaggle,True,1534.2678643062848,1440.837847640399
,2002-06-15,FIFA World Cup,Germany,Paraguay,1,0,FT,,kaggle,True,1646.4611952658815,1494.8187347322312
,2002-06-15,FIFA World Cup,Denmark,England,0,3,FT,,kaggle,True,1553.1026811818501,1592.4768178592897
,2002-06-16,FIFA World Cup,Sweden,Senegal,1,2,FT,,kaggle,True,1532.708603355871,1515.2663582356056
,2002-06-16,FIFA World Cup,Spain,Republic of Ireland,1,1,FT,,kaggle,True,1563.1072991389697,1503.1724366135286
,2002-06-17,FIFA World Cup,Brazil,Belgium,2,0,FT,,kaggle,True,1715.2591559932869,1482.3389315491838
,2002-06-17,FIFA World Cup,Mexico,USA,0,2,FT,,kaggle,True,1501.0522861001461,1431.989207009292
,2002-06-18,FIFA World Cup,Japan,Turkey,0,1,FT,,kaggle,True,1493.7282040178409,1496.2177863618729
,2002-06-18,FIFA World Cup,South Korea,Italy,2,1,FT,,kaggle,True,1442.140653948094,1657.8857335180955
,2002-06-21,FIFA World Cup,England,Brazil,1,2,FT,,kaggle,True,1603.122675575971,1720.2362541502978
,2002-06-21,FIFA World Cup,Germany,USA,1,0,FT,,kaggle,True,1653.5327042336467,1446.343632268312
,2002-06-22,FIFA World Cup,South Korea,Spain,0,0,FT,,kaggle,True,1460.7622424518975,1561.057514906055
,2002-06-22,FIFA World Cup,Senegal,Turkey,0,1,FT,,kaggle,True,1527.868286440119,1508.1318007056361
,2002-06-25,FIFA World Cup,South Korea,Germany,0,1,FT,,kaggle,True,1464.133198264101,1659.1194397463935
,2002-06-26,FIFA World Cup,Brazil,Turkey,1,0,FT,,kaggle,True,1728.3378377905929,1520.8127424777422
,2002-06-29,FIFA World Cup,South Korea,Turkey,2,3,FT,,kaggle,True,1458.239743132694,1515.234293600861
,2002-06-30,FIFA World Cup,Germany,Brazil,0,2,FT,,kaggle,True,1665.0128948778006,1733.916286667474
,2006-06-09,FIFA World Cup,Poland,Ecuador,0,2,FT,,kaggle,True,1543.116504937392,1495.4689144388724
,2006-06-09,FIFA World Cup,Germany,Costa Rica,4,2,FT,,kaggle,True,1655.3620165718849,1508.36726806137
,2006-06-10,FIFA World Cup,England,Paraguay,1,0,FT,,kaggle,True,1595.021091935676,1487.747225764466
,2006-06-10,FIFA World Cup,Trinidad and Tobago,Sweden,0,0,FT,,kaggle,True,1500.0,1520.1066751513576
,2006-06-10,FIFA World Cup,Argentina,Ivory Coast,2,1,FT,,kaggle,True,1588.1156057066382,1500.0
,2006-06-11,FIFA World Cup,Angola,Portugal,0,1,FT,,kaggle,True,1500.0,1517.9202688083697
,2006-06-11,FIFA World Cup,Mexico,Iran,3,1,FT,,kaggle,True,1486.6978608411262,1470.1345242315072
,2006-06-11,FIFA World Cup,Serbia,Netherlands,0,1,FT,,kaggle,True,1513.5946563663185,1562.7196580317175
,2006-06-12,FIFA World Cup,Australia,Japan,3,1,FT,,kaggle,True,1481.0449394798204,1481.8141896740776
,2006-06-12,FIFA World Cup,Italy,Ghana,2,0,FT,,kaggle,True,1639.2641450142921,1500.0
,2006-06-12,FIFA World Cup,USA,Czech Republic,0,3,FT,,kaggle,True,1440.756896755565,1500.0
,2006-06-13,FIFA World Cup,Brazil,Croatia,1,0,FT,,kaggle,True,1743.5671649733897,1533.6786881944709
,2006-06-13,FIFA World Cup,South Korea,Togo,2,1,FT,,kaggle,True,1448.1907953694079,1500.0
,2006-06-13,FIFA World Cup,France,Switzerland,0,0,FT,,kaggle,True,1581.433112131501,1436.678109161824
,2006-06-14,FIFA World Cup,Spain,Ukraine,4,0,FT,,kaggle,True,1557.6865590938514,1500.0
,2006-06-14,FIFA World Cup,Tunisia,Saudi Arabia,2,2,FT,,kaggle,True,1460.9650040587753,1450.2597270460487
,2006-06-14,FIFA World Cup,Germany,Poland,1,0,FT,,kaggle,True,1662.5677033206161,1529.4810555877866
,2006-06-15,FIFA World Cup,Ecuador,Costa Rica,3,0,FT,,kaggle,True,1509.1043637884777,1501.1615813126386
,2006-06-15,FIFA World Cup,England,Trinidad and Tobago,2,0,FT,,kaggle,True,1603.4293995577982,1500.6936857155447
,2006-06-15,FIFA World Cup,Sweden,Paraguay,1,0,FT,,kaggle,True,1519.412989435813,1479.3389181423438
,2006-06-16,FIFA World Cup,Netherlands,Ivory Coast,2,1,FT,,kaggle,True,1573.0341578235539,1490.9797891920975
,2006-06-16,FIFA World Cup,Argentina,Serbia,6,0,FT,,kaggle,True,1597.1358165145407,1503.2801565744821
,2006-06-16,FIFA World Cup,Mexico,Angola,0,0,FT,,kaggle,True,1498.1262164596733,1488.6183958692902
,2006-06-17,FIFA World Cup,Portugal,Iran,2,0,FT,,kaggle,True,1529.3018729390794,1458.70616861296
,2006-06-17,FIFA World Cup,Italy,USA,1,1,FT,,kaggle,True,1646.6961925327544,1430.7834777417424
,2006-06-17,FIFA World Cup,Czech Republic,Ghana,0,2,FT,,kaggle,True,1509.9734190138226,1492.5679524815378
,2006-06-18,FIFA World Cup,Brazil,Australia,2,0,FT,,kaggle,True,1749.0875730706898,1493.0715083968566
,2006-06-18,FIFA World Cup,France,South Korea,1,1,FT,,kaggle,True,1576.7039759334637,1461.967075332391
,2006-06-18,FIFA World Cup,Japan,Croatia,0,0,FT,,kaggle,True,1469.7876207570414,1528.1582800971707
,2006-06-19,FIFA World Cup,Saudi Arabia,Ukraine,0,4,FT,,kaggle,True,1450.629357247342,1489.974313983587
,2006-06-19,FIFA World Cup,Spain,Tunisia,3,1,FT,,kaggle,True,1567.7122451102643,1460.595373857482
,2006-06-19,FIFA World Cup,Togo,Switzerland,0,2,FT,,kaggle,True,1486.2237200370168,1441.4072453598615
,2006-06-20,FIFA World Cup,Germany,Ecuador,3,0,FT,,kaggle,True,1670.1834206097192,1520.8300775825912
,2006-06-20,FIFA World Cup,Sweden,England,2,2,FT,,kaggle,True,1530.0349855680352,1611.980959540723
,2006-06-20,FIFA World Cup,Paraguay,Trinidad and Tobago,2,0,FT,,kaggle,True,1468.7169220101216,1492.14212573262
,2006-06-20,FIFA World Cup,Costa Rica,Poland,1,2,FT,,kaggle,True,1489.4358675185251,1521.8653382986836
,2006-06-21,FIFA World Cup,Portugal,Mexico,2,1,FT,,kaggle,True,1538.896594769546,1497.7979099204877
,2006-06-21,FIFA World Cup,Netherlands,Argentina,0,0,FT,,kaggle,True,1582.251642395339,1605.9707742357105
,2006-06-21,FIFA World Cup,Iran,Angola,1,1,FT,,kaggle,True,1449.1114467824934,1488.9467024084759
,2006-06-21,FIFA World Cup,Ivory Coast,Serbia,3,2,FT,,kaggle,True,1481.7623046203123,1494.4451988533124
,2006-06-22,FIFA World Cup,Croatia,Australia,2,2,FT,,kaggle,True,1526.1609851851658,1488.5985380079621
,2006-06-22,FIFA World Cup,Czech Republic,Italy,0,2,FT,,kaggle,True,1497.3727579072963,1640.070578111789
,2006-06-22,FIFA World Cup,Ghana,USA,2,1,FT,,kaggle,True,1505.168613588064,1437.4090921627078
,2006-06-22,FIFA World Cup,Japan,Brazil,1,4,FT,,kaggle,True,1471.7849156690463,1753.5605434595843
,2006-06-23,FIFA World Cup,Saudi Arabia,Spain,0,1,FT,,kaggle,True,1439.9825045156338,1576.1254900448466
,2006-06-23,FIFA World Cup,Switzerland,South Korea,2,0,FT,,kaggle,True,1454.9466231197334,1465.7919052167583
,2006-06-23,FIFA World Cup,Togo,France,0,2,FT,,kaggle,True,1472.6843422771449,1572.8791460490963
,2006-06-23,FIFA World Cup,Ukraine,Tunisia,1,0,FT,,kaggle,True,1500.6211667152954,1452.1821289228997
,2006-06-24,FIFA World Cup,Germany,Sweden,2,0,FT,,kaggle,True,1677.320833820462,1532.8139582136482
,2006-06-24,FIFA World Cup,Argentina,Mexico,2,1,FT,,kaggle,True,1605.1528147983074,1487.2108240978544
,2006-06-25,FIFA World Cup,England,Ecuador,1,0,FT,,kaggle,True,1609.20198689511,1513.6926643718484
,2006-06-25,FIFA World Cup,Portugal,Netherlands,1,0,FT,,kaggle,True,1549.4836805921793,1583.0696018327421
,2006-06-26,FIFA World Cup,Switzerland,Ukraine,0,0,FT,,kaggle,True,1467.321084277105,1510.9588978564625
,2006-06-26,FIFA World Cup,Italy,Australia,1,0,FT,,kaggle,True,1647.4015989403892,1489.8908677545678
,2006-06-27,FIFA World Cup,Spain,France,1,3,FT,,kaggle,True,1583.6500315914006,1581.5113867316509
,2006-06-27,FIFA World Cup,Brazil,Ghana,3,0,FT,,kaggle,True,1757.5187428506276,1514.8575101199363
,2006-06-30,FIFA World Cup,Germany,Argentina,1,1,FT,,kaggle,True,1684.5989386602703,1613.228825679266
,2006-06-30,FIFA World Cup,Italy,Ukraine,3,0,FT,,kaggle,True,1654.3057903003528,1509.4595769660082
,2006-07-01,FIFA World Cup,Brazil,France,0,1,FT,,kaggle,True,1762.2782599022642,1593.5852519753253
,2006-07-01,FIFA World Cup,England,Portugal,0,0,FT,,kaggle,True,1617.9838694548284,1562.640097330755
,2006-07-04,FIFA World Cup,Germany,Italy,0,2,FT,,kaggle,True,1682.1679994664642,1661.5739933574384
,2006-07-05,FIFA World Cup,Portugal,France,0,1,FT,,kaggle,True,1564.535598408201,1610.9932612287398
,2006-07-08,FIFA World Cup,Germany,Portugal,3,1,FT,,kaggle,True,1669.4575395533495,1554.130693810876
,2006-07-09,FIFA World Cup,Italy,France,1,1,FT,,kaggle,True,1674.284453270553,1621.3981658260648
,2010-06-11,FIFA World Cup,Uruguay,France,0,0,FT,,kaggle,True,1476.972588757065,1623.210814995372
,2010-06-11,FIFA World Cup,South Africa,Mexico,1,1,FT,,kaggle,True,1492.51829900046,1479.1348132168957
,2010-06-12,FIFA World Cup,South Korea,Greece,2,0,FT,,kaggle,True,1453.4174440593868,1465.3115952713267
,2010-06-12,FIFA World Cup,Argentina,Nigeria,1,0,FT,,kaggle,True,1615.6597648730722,1485.5310998809762
,2010-06-12,FIFA World Cup,England,USA,1,1,FT,,kaggle,True,1616.0883683773825,1427.7201956308356
,2010-06-13,FIFA World Cup,Germany,Australia,4,0,FT,,kaggle,True,1677.6144136528849,1482.9866763946043
,2010-06-13,FIFA World Cup,Serbia,Ghana,0,1,FT,,kaggle,True,1482.0073416790158,1510.0979930682997
,2010-06-13,FIFA World Cup,Algeria,Slovenia,0,1,FT,,kaggle,True,1496.1978132639988,1465.3524885465456
,2010-06-14,FIFA World Cup,Japan,Cameroon,1,0,FT,,kaggle,True,1467.826716278003,1495.9713666815865
,2010-06-14,FIFA World Cup,Netherlands,Denmark,2,0,FT,,kaggle,True,1569.9131850941665,1542.4568234651688
,2010-06-14,FIFA World Cup,Italy,Paraguay,1,1,FT,,kaggle,True,1672.4718041012459,1481.524776117846
,2010-06-15,FIFA World Cup,New Zealand,Slovakia,1,1,FT,,kaggle,True,1471.167987174707,1500.0
,2010-06-15,FIFA World Cup,Brazil,North Korea,2,1,FT,,kaggle,True,1744.8702506488496,1493.0576904564562
,2010-06-15,FIFA World Cup,Ivory Coast,Portugal,0,0,FT,,kaggle,True,1494.200161794609,1545.9738197113406
,2010-06-16,FIFA World Cup,South Africa,Uruguay,0,3,FT,,kaggle,True,1492.0562782780837,1481.7449243664685
,2010-06-16,FIFA World Cup,Spain,Switzerland,0,1,FT,,kaggle,True,1571.5761663477263,1468.8204051675593
,2010-06-16,FIFA World Cup,Honduras,Chile,0,1,FT,,kaggle,True,1487.4369954792078,1471.1122739878087
,2010-06-17,FIFA World Cup,France,Mexico,0,2,FT,,kaggle,True,1618.4384793859685,1479.596833939272
,2010-06-17,FIFA World Cup,Greece,Nigeria,2,1,FT,,kaggle,True,1452.9009462531262,1477.8265809865
,2010-06-17,FIFA World Cup,Argentina,South Korea,4,1,FT,,kaggle,True,1623.3642837675484,1465.8280930775873
,2010-06-18,FIFA World Cup,Slovenia,USA,2,2,FT,,kaggle,True,1478.4150581019094,1433.6557159169458
,2010-06-18,FIFA World Cup,Germany,Serbia,0,1,FT,,kaggle,True,1683.5170494093093,1470.9754498340176
,2010-06-18,FIFA World Cup,England,Algeria,0,0,FT,,kaggle,True,1610.1528480912723,1483.135243708635
,2010-06-19,FIFA World Cup,Cameroon,Denmark,1,2,FT,,kaggle,True,1483.0014056288162,1531.4031634330393
,2010-06-19,FIFA World Cup,Ghana,Australia,1,1,FT,,kaggle,True,1521.129884913298,1477.0840406381799
,2010-06-19,FIFA World Cup,Netherlands,Japan,1,0,FT,,kaggle,True,1580.966845126296,1480.7966773307733
,2010-06-20,FIFA World Cup,Brazil,Ivory Coast,3,1,FT,,kaggle,True,1749.4319520057522,1495.9752409003045
,2010-06-20,FIFA World Cup,Italy,New Zealand,1,1,FT,,kaggle,True,1666.4692522350574,1472.1615299730065
,2010-06-20,FIFA World Cup,Slovakia,Paraguay,0,2,FT,,kaggle,True,1499.0064572017004,1487.5273279840344
,2010-06-21,FIFA World Cup,Chile,Switzerland,1,0,FT,,kaggle,True,1483.6756953295805,1484.2694804043108
,2010-06-21,FIFA World Cup,Portugal,North Korea,7,0,FT,,kaggle,True,1544.198740605645,1488.4959890995535
,2010-06-21,FIFA World Cup,Spain,Honduras,2,0,FT,,kaggle,True,1556.1270911109748,1474.873574137436
,2010-06-22,FIFA World Cup,Greece,Argentina,0,2,FT,,kaggle,True,1465.7603732281548,1630.2677543796717
,2010-06-22,FIFA World Cup,Mexico,Uruguay,0,1,FT,,kaggle,True,1496.152302560162,1494.1009613858994
,2010-06-22,FIFA World Cup,Nigeria,South Korea,2,2,FT,,kaggle,True,1464.9671540114714,1458.924622465464
,2010-06-22,FIFA World Cup,South Africa,France,2,1,FT,,kaggle,True,1479.7002412586528,1601.8830107650786
,2010-06-23,FIFA World Cup,Australia,Serbia,2,1,FT,,kaggle,True,1478.5972323659691,1489.5196919403388
,2010-06-23,FIFA World Cup,Ghana,Germany,0,1,FT,,kaggle,True,1519.6166931855087,1664.972807302988
,2010-06-23,FIFA World Cup,Slovenia,England,0,1,FT,,kaggle,True,1476.8776211966613,1605.9513497603034
,2010-06-23,FIFA World Cup,USA,Algeria,1,0,FT,,kaggle,True,1435.193152822194,1487.336742039604
,2010-06-24,FIFA World Cup,Denmark,Japan,1,3,FT,,kaggle,True,1541.7421574909922,1472.16365275489
,2010-06-24,FIFA World Cup,Slovakia,Italy,3,2,FT,,kaggle,True,1486.610126327458,1660.3800911155
,2010-06-24,FIFA World Cup,Cameroon,Netherlands,1,2,FT,,kaggle,True,1472.6624115708632,1589.5998697021791
,2010-06-24,FIFA World Cup,Paraguay,New Zealand,0,0,FT,,kaggle,True,1499.923658858277,1478.250691092564
,2010-06-25,FIFA World Cup,North Korea,Ivory Coast,0,3,FT,,kaggle,True,1478.4035775500786,1491.4484050468234
,2010-06-25,FIFA World Cup,Chile,Spain,1,2,FT,,kaggle,True,1495.6962039195357,1565.3707628613836
,2010-06-25,FIFA World Cup,Portugal,Brazil,0,0,FT,,kaggle,True,1554.29115215512,1753.9587878592333
,2010-06-25,FIFA World Cup,Switzerland,Honduras,0,0,FT,,kaggle,True,1472.2489718143556,1465.6299023870272
,2010-06-26,FIFA World Cup,Uruguay,South Korea,2,1,FT,,kaggle,True,1506.1718113767522,1459.133303071604
,2010-06-26,FIFA World Cup,USA,Ghana,1,2,FT,,kaggle,True,1448.9807273529113,1512.3633545565438
,2010-06-27,FIFA World Cup,Argentina,Mexico,3,1,FT,,kaggle,True,1636.9755732071883,1484.0814525693092
,2010-06-27,FIFA World Cup,Germany,England,4,1,FT,,kaggle,True,1672.226145931953,1613.6876706526593
,2010-06-28,FIFA World Cup,Brazil,Chile,3,0,FT,,kaggle,True,1747.733247235359,1486.0709289027002
,2010-06-28,FIFA World Cup,Netherlands,Slovakia,2,1,FT,,kaggle,True,1597.7068952292284,1504.1569492619913
,2010-06-29,FIFA World Cup,Paraguay,Japan,0,0,FT,,kaggle,True,1499.1760705015986,1486.5351898924234
,2010-06-29,FIFA World Cup,Spain,Portugal,1,0,FT,,kaggle,True,1574.996037878219,1560.5166927789944
,2010-07-02,FIFA World Cup,Netherlands,Brazil,2,1,FT,,kaggle,True,1606.551679669379,1752.089134424576
,2010-07-02,FIFA World Cup,Uruguay,Ghana,1,1,FT,,kaggle,True,1516.5570131476832,1522.1981627121445
,2010-07-03,FIFA World Cup,Paraguay,Spain,0,1,FT,,kaggle,True,1498.7396625008816,1586.4962283380185
,2010-07-03,FIFA World Cup,Argentina,Germany,0,4,FT,,kaggle,True,1644.0111968217184,1682.223215885345
,2010-07-06,FIFA World Cup,Uruguay,Netherlands,2,3,FT,,kaggle,True,1516.7518344314794,1623.3036232556487
,2010-07-07,FIFA World Cup,Germany,Spain,0,1,FT,,kaggle,True,1692.9087154170709,1595.5280782841455
,2010-07-10,FIFA World Cup,Uruguay,Germany,2,3,FT,,kaggle,True,1508.3208072638893,1677.630700465771
,2010-07-11,FIFA World Cup,Netherlands,Spain,0,1,FT,,kaggle,True,1631.734650423239,1610.8060932354454
,2014-06-12,FIFA World Cup,Brazil,Croatia,3,1,FT,,kaggle,True,1735.3371908383062,1524.8686554385602
,2014-06-13,FIFA World Cup,Chile,Australia,3,1,FT,,kaggle,True,1481.715041713483,1490.9743565248057
,2014-06-13,FIFA World Cup,Mexico,Cameroon,1,0,FT,,kaggle,True,1477.0458289547792,1464.555386043814
,2014-06-13,FIFA World Cup,Spain,Netherlands,1,5,FT,,kaggle,True,1623.5280669706144,1619.0126766880699
,2014-06-14,FIFA World Cup,Colombia,Greece,3,0,FT,,kaggle,True,1457.6645369211446,1459.0525544006382
,2014-06-14,FIFA World Cup,England,Italy,1,2,FT,,kaggle,True,1603.6906006992672,1642.8332681809666
,2014-06-14,FIFA World Cup,Ivory Coast,Japan,2,1,FT,,kaggle,True,1502.9980642627272,1486.9715978931404
,2014-06-14,FIFA World Cup,Uruguay,Costa Rica,1,3,FT,,kaggle,True,1501.7457820198097,1478.5527002593558
,2014-06-15,FIFA World Cup,Switzerland,Ecuador,2,1,FT,,kaggle,True,1472.020384909902,1504.91078181213
,2014-06-15,FIFA World Cup,France,Honduras,3,0,FT,,kaggle,True,1585.828738751373,1465.8584892914807
,2014-06-15,FIFA World Cup,Argentina,Bosnia and Herzegovina,2,1,FT,,kaggle,True,1633.3256972899926,1500.0
,2014-06-16,FIFA World Cup,Germany,Portugal,4,0,FT,,kaggle,True,1684.2057257098506,1549.016502319195
,2014-06-16,FIFA World Cup,Ghana,USA,1,2,FT,,kaggle,True,1522.0033414283482,1439.1459191973106
,2014-06-16,FIFA World Cup,Iran,Nigeria,0,0,FT,,kaggle,True,1450.481310377833,1464.7584734053314
,2014-06-17,FIFA World Cup,Brazil,Mexico,0,0,FT,,kaggle,True,1740.8434185461056,1488.6146100974167
,2014-06-17,FIFA World Cup,Russia,South Korea,1,1,FT,,kaggle,True,1513.7102559328964,1448.748101300673
,2014-06-17,FIFA World Cup,Belgium,Algeria,2,1,FT,,kaggle,True,1477.361833392173,1473.5491675088865
,2014-06-18,FIFA World Cup,Cameroon,Croatia,0,4,FT,,kaggle,True,1452.9866049011764,1519.3624277307608
,2014-06-18,FIFA World Cup,Spain,Chile,0,2,FT,,kaggle,True,1611.3721196952922,1494.034771425269
,2014-06-18,FIFA World Cup,Australia,Netherlands,2,3,FT,,kaggle,True,1478.6546268130198,1631.168623963392
,2014-06-19,FIFA World Cup,Colombia,Ivory Coast,2,1,FT,,kaggle,True,1469.7124770914547,1514.4449219906464
,2014-06-19,FIFA World Cup,Japan,Greece,0,0,FT,,kaggle,True,1475.5247401652211,1447.0046142303281
,2014-06-19,FIFA World Cup,Uruguay,England,2,1,FT,,kaggle,True,1488.9459091432986,1593.0368495318621
,2014-06-20,FIFA World Cup,Switzerland,France,2,5,FT,,kaggle,True,1485.1529976212541,1593.842306683933
,2014-06-20,FIFA World Cup,Italy,Costa Rica,0,1,FT,,kaggle,True,1653.4870193483716,1491.3525731358668
,2014-06-20,FIFA World Cup,Honduras,Ecuador,1,2,FT,,kaggle,True,1457.8449213589208,1491.7781691007779
,2014-06-21,FIFA World Cup,Argentina,Iran,1,0,FT,,kaggle,True,1640.9342620206003,1450.974148742729
,2014-06-21,FIFA World Cup,Germany,Ghana,2,2,FT,,kaggle,True,1691.7586559796007,1507.194594913785
,2014-06-21,FIFA World Cup,Nigeria,Bosnia and Herzegovina,1,0,FT,,kaggle,True,1464.2656350404354,1492.3914352693923
,2014-06-22,FIFA World Cup,Belgium,Russia,1,0,FT,,kaggle,True,1489.2301538634606,1511.4923288530358
,2014-06-22,FIFA World Cup,South Korea,Algeria,2,4,FT,,kaggle,True,1450.9660283805335,1461.6808470375988
,2014-06-22,FIFA World Cup,USA,Portugal,2,2,FT,,kaggle,True,1453.9546657118738,1541.463572049445
,2014-06-23,FIFA World Cup,Netherlands,Chile,2,0,FT,,kaggle,True,1638.2151345246982,1509.9400993849313
,2014-06-23,FIFA World Cup,Croatia,Mexico,1,3,FT,,kaggle,True,1529.097377942427,1496.061754993928
,2014-06-23,FIFA World Cup,Australia,Spain,0,3,FT,,kaggle,True,1471.6081162517137,1595.4667917356298
,2014-06-23,FIFA World Cup,Brazil,Cameroon,4,1,FT,,kaggle,True,1733.3962736495944,1443.2516546895101
,2014-06-24,FIFA World Cup,Japan,Colombia,1,4,FT,,kaggle,True,1474.5418965068982,1483.2490002375184
,2014-06-24,FIFA World Cup,Italy,Uruguay,0,1,FT,,kaggle,True,1636.2610544460097,1504.4372432634598
,2014-06-24,FIFA World Cup,Costa Rica,England,0,0,FT,,kaggle,True,1508.5785380382288,1577.545515411701
,2014-06-24,FIFA World Cup,Greece,Ivory Coast,2,1,FT,,kaggle,True,1447.987457888651,1500.9083988445827
,2014-06-25,FIFA World Cup,Honduras,Switzerland,0,3,FT,,kaggle,True,1447.0132217744047,1476.7891436069588
