fixture_id,date,round,home_team,away_team,home_goals,away_goals,status,venue,source,is_finished,elo_h_clean,elo_a_clean
,1930-07-13,FIFA World Cup,Belgium,USA,0,3,FT,,kaggle,True,1500.0,1500.0
,1930-07-13,FIFA World Cup,France,Mexico,4,1,FT,,kaggle,True,1500.0,1500.0
,1930-07-14,FIFA World Cup,Brazil,Yugoslavia,1,2,FT,,kaggle,True,1500.0,1500.0
,1930-07-14,FIFA World Cup,Peru,Romania,1,3,FT,,kaggle,True,1500.0,1500.0
,1930-07-15,FIFA World Cup,Argentina,France,1,0,FT,,kaggle,True,1500.0,1512.0
,1930-07-16,FIFA World Cup,Chile,Mexico,3,0,FT,,kaggle,True,1500.0,1488.0
,1930-07-17,FIFA World Cup,Bolivia,Yugoslavia,0,4,FT,,kaggle,True,1500.0,1512.0
,1930-07-17,FIFA World Cup,Paraguay,USA,0,3,FT,,kaggle,True,1500.0,1512.0
,1930-07-18,FIFA World Cup,Uruguay,Peru,1,0,FT,,kaggle,True,1500.0,1488.0
,1930-07-19,FIFA World Cup,Argentina,Mexico,6,3,FT,,kaggle,True,1512.414300586377,1476.414300586377
,1930-07-19,FIFA World Cup,Chile,France,1,0,FT,,kaggle,True,1511.585699413623,1499.585699413623
,1930-07-20,FIFA World Cup,Belgium,Paraguay,0,1,FT,,kaggle,True,1488.0,1488.414300586377
,1930-07-20,FIFA World Cup,Bolivia,Brazil,0,4,FT,,kaggle,True,1488.414300586377,1488.0
,1930-07-21,FIFA World Cup,Uruguay,Romania,4,0,FT,,kaggle,True,1511.585699413623,1512.0
,1930-07-22,FIFA World Cup,Argentina,Chile,3,1,FT,,kaggle,True,1523.175335450914,1523.1713988272459
,1930-07-26,FIFA World Cup,Argentina,USA,6,1,FT,,kaggle,True,1535.1751994847493,1523.585699413623
,1930-07-27,FIFA World Cup,Uruguay,Yugoslavia,6,1,FT,,kaggle,True,1523.6000088421538,1523.585699413623
,1930-07-30,FIFA World Cup,Uruguay,Argentina,4,2,FT,,kaggle,True,1535.5995146120017,1546.7750607346477
,1934-05-27,FIFA World Cup,Italy,USA,7,1,FT,,kaggle,True,1500.0,1511.9858381637246
,1934-05-27,FIFA World Cup,Egypt,Hungary,2,4,FT,,kaggle,True,1500.0,1500.0
,1934-05-27,FIFA World Cup,Czechoslovakia,Romania,2,1,FT,,kaggle,True,1500.0,1499.9856905714691
,1934-05-27,FIFA World Cup,Netherlands,Switzerland,2,3,FT,,kaggle,True,1500.0,1500.0
,1934-05-27,FIFA World Cup,Belgium,Germany,2,5,FT,,kaggle,True,1476.0143094285309,1500.0
,1934-05-27,FIFA World Cup,Austria,France,3,2,FT,,kaggle,True,1500.0,1488.0
,1934-05-27,FIFA World Cup,Argentina,Sweden,2,3,FT,,kaggle,True,1534.3892041109737,1500.0
,1934-05-27,FIFA World Cup,Brazil,Spain,1,3,FT,,kaggle,True,1500.0143094285309,1500.0
,1934-05-31,FIFA World Cup,Austria,Hungary,2,1,FT,,kaggle,True,1511.585699413623,1512.0
,1934-05-31,FIFA World Cup,Czechoslovakia,Switzerland,3,2,FT,,kaggle,True,1511.999505769848,1512.0
,1934-05-31,FIFA World Cup,Germany,Sweden,2,1,FT,,kaggle,True,1511.1728772072652,1513.1838973173544
,1934-05-31,FIFA World Cup,Italy,Spain,1,1,FT,,kaggle,True,1512.413812036229,1512.000494230152
,1934-06-01,FIFA World Cup,Italy,Spain,1,0,FT,,kaggle,True,1512.3995365516791,1512.014769714702
,1934-06-03,FIFA World Cup,Italy,Austria,1,0,FT,,kaggle,True,1524.3862471813654,1523.6000088421538
,1934-06-03,FIFA World Cup,Czechoslovakia,Germany,3,1,FT,,kaggle,True,1523.9995228399525,1523.242334605497
,1934-06-07,FIFA World Cup,Austria,Germany,2,3,FT,,kaggle,True,1511.6271645059896,1511.2684869192112
,1934-06-10,FIFA World Cup,Italy,Czechoslovakia,2,1,FT,,kaggle,True,1536.3590915175296,1535.9733705262383
,1938-06-04,FIFA World Cup,Germany,Switzerland,1,1,FT,,kaggle,True,1523.280875199778,1499.9999829298954
,1938-06-05,FIFA World Cup,Brazil,Poland,6,5,FT,,kaggle,True,1488.0138151983788,1500.0
,1938-06-05,FIFA World Cup,Cuba,Romania,3,3,FT,,kaggle,True,1500.0,1487.9861848016212
,1938-06-05,FIFA World Cup,Czechoslovakia,Netherlands,3,0,FT,,kaggle,True,1523.986692851834,1488.0
,1938-06-05,FIFA World Cup,France,Belgium,3,1,FT,,kaggle,True,1476.414300586377,1464.8414322212657
,1938-06-05,FIFA World Cup,Hungary,Indonesia,6,0,FT,,kaggle,True,1499.9856905714691,1500.0
,1938-06-05,FIFA World Cup,Italy,Norway,2,1,FT,,kaggle,True,1548.3457691919339,1500.0
,1938-06-09,FIFA World Cup,Germany,Switzerland,2,4,FT,,kaggle,True,1522.4779829817742,1500.8028751478992
,1938-06-09,FIFA World Cup,Cuba,Romania,2,1,FT,,kaggle,True,1499.5852228229946,1488.4009619786266
,1938-06-12,FIFA World Cup,Hungary,Switzerland,2,0,FT,,kaggle,True,1511.9861848016212,1513.5505371330069
,1938-06-12,FIFA World Cup,France,Italy,1,3,FT,,kaggle,True,1488.014735637258,1558.686660020483
,1938-06-12,FIFA World Cup,Cuba,Sweden,0,8,FT,,kaggle,True,1511.1990655149455,1501.1144399191226
,1938-06-12,FIFA World Cup,Brazil,Czechoslovakia,1,1,FT,,kaggle,True,1500.4276391928188,1534.7481824313306
,1938-06-14,FIFA World Cup,Brazil,Czechoslovakia,2,1,FT,,kaggle,True,1501.6091880843426,1533.5666335398068
,1938-06-16,FIFA World Cup,Hungary,Sweden,5,1,FT,,kaggle,True,1524.0402152518764,1513.4626527630846
,1938-06-16,FIFA World Cup,Brazil,Italy,1,2,FT,,kaggle,True,1514.7098568308281,1568.2788551801618
,1938-06-19,FIFA World Cup,Hungary,Italy,2,4,FT,,kaggle,True,1535.674992018435,1578.443170911395
,1938-06-19,FIFA World Cup,Brazil,Sweden,4,2,FT,,kaggle,True,1504.5455410995949,1501.827875996526
,1950-06-24,FIFA World Cup,Brazil,Mexico,4,0,FT,,kaggle,True,1516.4516781866025,1465.6532657218402
,1950-06-25,FIFA World Cup,Chile,England,0,2,FT,,kaggle,True,1511.1715347934105,1500.0
,1950-06-25,FIFA World Cup,Italy,Sweden,2,3,FT,,kaggle,True,1588.9734264372364,1489.9217389095184
,1950-06-25,FIFA World Cup,Spain,USA,3,1,FT,,kaggle,True,1500.0280590850157,1499.5720261274955
,1950-06-25,FIFA World Cup,Switzerland,Yugoslavia,0,3,FT,,kaggle,True,1501.4965066827517,1511.586193643775
,1950-06-28,FIFA World Cup,Brazil,Switzerland,2,2,FT,,kaggle,True,1526.7095594199845,1489.844894192803
,1950-06-28,FIFA World Cup,Mexico,Yugoslavia,1,4,FT,,kaggle,True,1455.3953844884581,1523.2378061337238
,1950-06-29,FIFA World Cup,Paraguay,Sweden,2,2,FT,,kaggle,True,1500.3999911578462,1505.2530925950057
,1950-06-29,FIFA World Cup,Chile,Spain,0,2,FT,,kaggle,True,1498.7858165729444,1512.0123082737125
,1950-06-29,FIFA World Cup,England,USA,0,1,FT,,kaggle,True,1512.385718220466,1487.5877769387987
,1950-07-01,FIFA World Cup,Brazil,Yugoslavia,2,0,FT,,kaggle,True,1525.4410558107559,1532.9239457237024
,1950-07-02,FIFA World Cup,Bolivia,Uruguay,0,8,FT,,kaggle,True,1476.3999911578462,1547.9853712356758
,1950-07-02,FIFA World Cup,Chile,USA,5,2,FT,,kaggle,True,1487.242422856019,1500.4428160449531
,1950-07-02,FIFA World Cup,England,Spain,0,1,FT,,kaggle,True,1499.5306791143116,1523.555701990638
,1950-07-02,FIFA World Cup,Italy,Paraguay,2,0,FT,,kaggle,True,1573.642072751749,1500.5676004423324
,1950-07-02,FIFA World Cup,Mexico,Switzerland,1,2,FT,,kaggle,True,1445.7092448984795,1491.1133978020316
,1950-07-09,FIFA World Cup,Spain,Uruguay,2,2,FT,,kaggle,True,1534.7272271728486,1557.5473029951997
,1950-07-09,FIFA World Cup,Brazil,Sweden,7,1,FT,,kaggle,True,1537.6994657178489,1505.0854833105195
,1950-07-13,FIFA World Cup,Brazil,Spain,6,1,FT,,kaggle,True,1548.5763156847033,1535.5142732080178
,1950-07-13,FIFA World Cup,Sweden,Uruguay,2,3,FT,,kaggle,True,1494.208633343665,1556.7602569600306
,1950-07-16,FIFA World Cup,Brazil,Uruguay,1,2,FT,,kaggle,True,1560.12538115477,1566.622844482592
,1950-07-16,FIFA World Cup,Spain,Sweden,1,3,FT,,kaggle,True,1523.9652077379512,1484.3460458211034
,1954-06-16,FIFA World Cup,France,Yugoslavia,0,1,FT,,kaggle,True,1478.422540477579,1520.6655358166095
,1954-06-16,FIFA World Cup,Czechoslovakia,Uruguay,0,2,FT,,kaggle,True,1520.4659647933213,1578.3984562077783
,1954-06-16,FIFA World Cup,Brazil,Mexico,5,0,FT,,kaggle,True,1548.3497694295836,1435.2685819737642
,1954-06-16,FIFA World Cup,Austria,Scotland,1,0,FT,,kaggle,True,1499.614776225423,1500.0
,1954-06-17,FIFA World Cup,Switzerland,Italy,2,1,FT,,kaggle,True,1501.554060726747,1583.1547393267929
,1954-06-17,FIFA World Cup,Hungary,South Korea,9,0,FT,,kaggle,True,1525.1447364925937,1500.0
,1954-06-17,FIFA World Cup,Belgium,England,4,4,FT,,kaggle,True,1453.2409971703848,1488.359153932101
,1954-06-17,FIFA World Cup,Germany,Turkey,4,1,FT,,kaggle,True,1509.7303209966665,1500.0
,1954-06-19,FIFA World Cup,Austria,Czechoslovakia,5,0,FT,,kaggle,True,1511.6280813777828,1510.4485420862727
,1954-06-19,FIFA World Cup,Brazil,Yugoslavia,1,1,FT,,kaggle,True,1556.5763939168453,1531.2136617279705
,1954-06-19,FIFA World Cup,France,Mexico,3,2,FT,,kaggle,True,1467.874414566218,1427.0419574865025
,1954-06-19,FIFA World Cup,Scotland,Uruguay,0,7,FT,,kaggle,True,1487.9866948476401,1588.4158789148269
,1954-06-20,FIFA World Cup,South Korea,Turkey,0,7,FT,,kaggle,True,1488.8669553249074,1488.335985543169
,1954-06-20,FIFA World Cup,Switzerland,England,0,2,FT,,kaggle,True,1516.3217442912603,1487.1503297381028
,1954-06-20,FIFA World Cup,Belgium,Italy,1,4,FT,,kaggle,True,1454.449821364383,1568.3870557622795
,1954-06-20,FIFA World Cup,Germany,Hungary,3,8,FT,,kaggle,True,1521.3943354534974,1536.2777811676863
,1954-06-23,FIFA World Cup,Switzerland,Italy,4,1,FT,,kaggle,True,1503.3165602762979,1576.587057609097
,1954-06-23,FIFA World Cup,Germany,Turkey,7,2,FT,,kaggle,True,1509.908077240575,1500.3543245754556
,1954-06-26,FIFA World Cup,England,Uruguay,2,4,FT,,kaggle,True,1500.1555137530652,1597.0406634005706
,1954-06-26,FIFA World Cup,Switzerland,Austria,5,7,FT,,kaggle,True,1517.8103725205585,1523.587341690465
,1954-06-27,FIFA World Cup,Brazil,Hungary,2,4,FT,,kaggle,True,1555.7019489272113,1547.7640393806087
,1954-06-27,FIFA World Cup,Germany,Yugoslavia,2,0,FT,,kaggle,True,1521.5781854569352,1532.0881067176044
,1954-06-30,FIFA World Cup,Austria,Germany,1,6,FT,,kaggle,True,1535.3878306301485,1533.9410745953996
,1954-06-30,FIFA World Cup,Hungary,Uruguay,4,2,FT,,kaggle,True,1560.0381573693592,1605.778491118018
,1954-07-03,FIFA World Cup,Austria,Uruguay,3,1,FT,,kaggle,True,1523.3378617357814,1592.2077402701793
,1954-07-04,FIFA World Cup,Germany,Hungary,3,2,FT,,kaggle,True,1545.9910434897668,1573.608908217198
,1958-06-08,FIFA World Cup,Austria,Brazil,0,3,FT,,kaggle,True,1537.685870260034,1543.4278309384608
,1958-06-08,FIFA World Cup,England,Russia,2,2,FT,,kaggle,True,1491.4176860356176,1500.0
,1958-06-08,FIFA World Cup,Argentina,Germany,1,3,FT,,kaggle,True,1521.2053067936192,1558.942926682208
,1958-06-08,FIFA World Cup,Czechoslovakia,Northern Ireland,0,1,FT,,kaggle,True,1498.4892817735904,1500.0
,1958-06-08,FIFA World Cup,Hungary,Wales,1,1,FT,,kaggle,True,1560.6570250247566,1500.0
,1958-06-08,FIFA World Cup,Scotland,Yugoslavia,1,1,FT,,kaggle,True,1479.3619103618964,1519.72521757914
,1958-06-08,FIFA World Cup,Sweden,Mexico,3,0,FT,,kaggle,True,1497.7085425435976,1416.4458031423444
,1958-06-08,FIFA World Cup,France,Paraguay,7,3,FT,,kaggle,True,1478.4705689103762,1491.0549338672886
,1958-06-11,FIFA World Cup,Argentina,Northern Ireland,3,1,FT,,kaggle,True,1510.5036162951503,1511.947821969822
,1958-06-11,FIFA World Cup,Austria,Russia,0,2,FT,,kaggle,True,1525.8841725021055,1499.7036376530166
,1958-06-11,FIFA World Cup,Brazil,England,0,0,FT,,kaggle,True,1555.2295286963895,1491.714048382601
,1958-06-11,FIFA World Cup,Czechoslovakia,Germany,2,2,FT,,kaggle,True,1486.5414598037685,1569.644617180677
,1958-06-11,FIFA World Cup,France,Yugoslavia,2,3,FT,,kaggle,True,1490.9050274997592,1518.3373565349689
,1958-06-11,FIFA World Cup,Mexico,Wales,1,1,FT,,kaggle,True,1407.202433115959,1502.073990440192
,1958-06-11,FIFA World Cup,Paraguay,Scotland,3,2,FT,,kaggle,True,1478.6204752779056,1480.7497714060676
,1958-06-12,FIFA World Cup,Sweden,Hungary,2,1,FT,,kaggle,True,1506.951912569983,1558.5830345845648
,1958-06-15,FIFA World Cup,France,Scotland,2,1,FT,,kaggle,True,1479.8505425690032,1468.6762290439622
,1958-06-15,FIFA World Cup,Argentina,Czechoslovakia,1,6,FT,,kaggle,True,1522.5534971047257,1489.3582273976442
,1958-06-15,FIFA World Cup,Austria,England,2,2,FT,,kaggle,True,1512.9816364679293,1493.8836791187186
,1958-06-15,FIFA World Cup,Brazil,Russia,2,0,FT,,kaggle,True,1553.0598979602719,1512.6061736871927
,1958-06-15,FIFA World Cup,Germany,Northern Ireland,2,2,FT,,kaggle,True,1566.8278495868012,1499.8979411602465
,1958-06-15,FIFA World Cup,Sweden,Wales,0,0,FT,,kaggle,True,1520.7221760899945,1498.8763264787553
,1958-06-15,FIFA World Cup,Hungary,Mexico,4,0,FT,,kaggle,True,1544.8127710645533,1410.4000970773955
,1958-06-15,FIFA World Cup,Paraguay,Yugoslavia,3,3,FT,,kaggle,True,1490.694017640011,1529.3918414657248
,1958-06-17,FIFA World Cup,Czechoslovakia,Northern Ireland,1,2,FT,,kaggle,True,1502.501275370683,1502.1814409864735
,1958-06-17,FIFA World Cup,England,Russia,0,1,FT,,kaggle,True,1494.5426356477628,1501.9971157608884
,1958-06-17,FIFA World Cup,Hungary,Wales,1,2,FT,,kaggle,True,1552.3888580362734,1499.6298626030143
,1958-06-19,FIFA World Cup,Brazil,Wales,1,0,FT,,kaggle,True,1563.6689558865762,1513.4382153410975
,1958-06-19,FIFA World Cup,France,Northern Ireland,4,0,FT,,kaggle,True,1491.4647284737302,1514.1924876716328
,1958-06-19,FIFA World Cup,Germany,Yugoslavia,1,0,FT,,kaggle,True,1564.5443497605743,1528.0607657838998
,1958-06-19,FIFA World Cup,Sweden,Russia,2,0,FT,,kaggle,True,1519.9686399657355,1513.7396866402232
,1958-06-24,FIFA World Cup,Brazil,France,5,2,FT,,kaggle,True,1573.9460351149028,1504.248599666307
,1958-06-24,FIFA World Cup,Sweden,Germany,3,1,FT,,kaggle,True,1531.753522587293,1575.2888626581969
,1958-06-28,FIFA World Cup,France,Germany,6,3,FT,,kaggle,True,1494.6240838232443,1561.7930259539833
,1958-06-29,FIFA World Cup,Sweden,Brazil,2,5,FT,,kaggle,True,1545.2493592915066,1583.5705509579655
,1962-05-30,FIFA World Cup,Chile,Switzerland,3,1,FT,,kaggle,True,1499.6981290309584,1506.009883580875
,1962-05-30,FIFA World Cup,Colombia,Uruguay,1,2,FT,,kaggle,True,1500.0,1577.8597317459266
,1962-05-30,FIFA World Cup,Argentina,Bulgaria,1,0,FT,,kaggle,True,1509.4104491316868,1500.0
,1962-05-30,FIFA World Cup,Brazil,Mexico,2,0,FT,,kaggle,True,1594.2523251758635,1402.8240101056754
,1962-05-31,FIFA World Cup,Germany,Italy,0,0,FT,,kaggle,True,1547.5015701937614,1562.0932453648363
,1962-05-31,FIFA World Cup,Russia,Yugoslavia,2,0,FT,,kaggle,True,1501.9548040186658,1517.3162528862772
,1962-05-31,FIFA World Cup,Czechoslovakia,Spain,1,0,FT,,kaggle,True,1490.4902286855238,1510.602711015457
,1962-05-31,FIFA World Cup,England,Hungary,1,2,FT,,kaggle,True,1482.800064768428,1538.5805052981902
,1962-06-02,FIFA World Cup,Argentina,England,1,3,FT,,kaggle,True,1521.0855031919186,1472.7102686029232
,1962-06-02,FIFA World Cup,Brazil,Czechoslovakia,0,0,FT,,kaggle,True,1600.237318183512,1503.1841143034703
,1962-06-02,FIFA World Cup,Chile,Italy,2,0,FT,,kaggle,True,1511.9161053310725,1561.5895628642254
,1962-06-02,FIFA World Cup,Uruguay,Yugoslavia,1,3,FT,,kaggle,True,1587.2146825181442,1504.78603269588
,1962-06-03,FIFA World Cup,Germany,Switzerland,2,1,FT,,kaggle,True,1548.0052526943723,1493.791907280761
,1962-06-03,FIFA World Cup,Mexico,Spain,0,1,FT,,kaggle,True,1396.839017098027,1497.9088253975106
,1962-06-03,FIFA World Cup,Bulgaria,Hungary,1,6,FT,,kaggle,True,1488.3249459397682,1548.670301463695
,1962-06-03,FIFA World Cup,Colombia,Russia,4,4,FT,,kaggle,True,1490.6450492277825,1514.4850242090629
,1962-06-06,FIFA World Cup,Russia,Uruguay,2,1,FT,,kaggle,True,1513.6629104884253,1572.4199379875615
,1962-06-06,FIFA World Cup,Chile,Germany,0,2,FT,,kaggle,True,1525.6201706842514,1558.14784044279
,1962-06-06,FIFA World Cup,Argentina,Hungary,0,0,FT,,kaggle,True,1507.4253957873148,1558.6067557704853
,1962-06-06,FIFA World Cup,Brazil,Spain,2,1,FT,,kaggle,True,1596.9697711715676,1506.5132445456295
,1962-06-07,FIFA World Cup,Bulgaria,England,0,0,FT,,kaggle,True,1478.388491632978,1486.370376007527
,1962-06-07,FIFA World Cup,Colombia,Yugoslavia,0,5,FT,,kaggle,True,1491.46716294842,1519.5807772264627
,1962-06-07,FIFA World Cup,Czechoslovakia,Mexico,1,3,FT,,kaggle,True,1506.4516613154146,1388.234597949908
,1962-06-07,FIFA World Cup,Italy,Switzerland,3,0,FT,,kaggle,True,1547.8854975110464,1483.6493195323433
,1962-06-10,FIFA World Cup,Germany,Yugoslavia,0,1,FT,,kaggle,True,1569.027645496306,1530.611881127592
,1962-06-10,FIFA World Cup,Czechoslovakia,Hungary,1,0,FT,,kaggle,True,1490.5191896128115,1556.851691307544
,1962-06-10,FIFA World Cup,Brazil,England,3,1,FT,,kaggle,True,1605.914242725283,1486.0947399789688
,1962-06-10,FIFA World Cup,Chile,Russia,2,1,FT,,kaggle,True,1514.7403656307356,1527.6731779938154
,1962-06-13,FIFA World Cup,Czechoslovakia,Yugoslavia,3,1,FT,,kaggle,True,1504.7827964171097,1543.9333338209685
,1962-06-13,FIFA World Cup,Chile,Brazil,2,4,FT,,kaggle,True,1527.1868429514016,1613.9324433383838
,1962-06-16,FIFA World Cup,Chile,Yugoslavia,1,0,FT,,kaggle,True,1518.1221882297784,1530.5868165926724
,1962-06-17,FIFA World Cup,Brazil,Czechoslovakia,3,1,FT,,kaggle,True,1622.997098060007,1518.1293136454058
,1966-07-11,FIFA World Cup,England,Uruguay,0,0,FT,,kaggle,True,1478.076539365868,1558.4096704821714
,1966-07-12,FIFA World Cup,Brazil,Bulgaria,2,0,FT,,kaggle,True,1631.481219935313,1478.6641276615362
,1966-07-12,FIFA World Cup,Germany,Switzerland,5,0,FT,,kaggle,True,1555.7061928029293,1473.843019513197
,1966-07-12,FIFA World Cup,North Korea,Russia,0,3,FT,,kaggle,True,1500.0,1515.2267006731495
,1966-07-13,FIFA World Cup,Hungary,Portugal,1,3,FT,,kaggle,True,1542.5880845032457,1500.0
,1966-07-13,FIFA World Cup,Chile,Italy,0,2,FT,,kaggle,True,1530.5525166332036,1557.6917975301926
,1966-07-13,FIFA World Cup,Argentina,Spain,2,1,FT,,kaggle,True,1509.1804602502561,1497.568772991914
,1966-07-13,FIFA World Cup,France,Mexico,1,1,FT,,kaggle,True,1508.9155395834662,1404.1670696525111
,1966-07-15,FIFA World Cup,Spain,Switzerland,2,1,FT,,kaggle,True,1485.969677206627,1464.6192855475047
,1966-07-15,FIFA World Cup,France,Uruguay,1,2,FT,,kaggle,True,1505.403429056814,1555.6834723301095
,1966-07-15,FIFA World Cup,Chile,North Korea,1,1,FT,,kaggle,True,1519.48797234989,1488.5255751594227
,1966-07-15,FIFA World Cup,Brazil,Hungary,1,3,FT,,kaggle,True,1638.5190488893393,1529.1244673473748
,1966-07-16,FIFA World Cup,Italy,Russia,0,1,FT,,kaggle,True,1568.7563418135062,1526.7011255137268
,1966-07-16,FIFA World Cup,England,Mexico,2,0,FT,,kaggle,True,1480.80273751793,1407.6791801791633
,1966-07-16,FIFA World Cup,Bulgaria,Portugal,0,3,FT,,kaggle,True,1471.62629870751,1513.463617155871
,1966-07-16,FIFA World Cup,Argentina,Germany,0,0,FT,,kaggle,True,1520.7795560355432,1564.9299267686217
,1966-07-19,FIFA World Cup,Argentina,Switzerland,2,0,FT,,kaggle,True,1522.2963004382314,1453.3557751229819
,1966-07-19,FIFA World Cup,Brazil,Portugal,1,3,FT,,kaggle,True,1622.8607938625482,1524.0255514870883
,1966-07-19,FIFA World Cup,Italy,North Korea,0,1,FT,,kaggle,True,1555.3108588603639,1489.5921564309094
,1966-07-19,FIFA World Cup,Mexico,Uruguay,0,0,FT,,kaggle,True,1398.1681360548614,1565.9588838396783
,1966-07-20,FIFA World Cup,Bulgaria,Hungary,1,3,FT,,kaggle,True,1461.0643643762926,1544.7827223741658
,1966-07-20,FIFA World Cup,Chile,Russia,1,2,FT,,kaggle,True,1518.4213910784033,1540.146608466869
,1966-07-20,FIFA World Cup,England,France,2,0,FT,,kaggle,True,1490.3137816422318,1495.1280175472452
,1966-07-20,FIFA World Cup,Germany,Spain,2,1,FT,,kaggle,True,1563.4131823659336,1497.2331876311498
,1966-07-23,FIFA World Cup,England,Argentina,1,0,FT,,kaggle,True,1502.480048818584,1531.9459453732109
,1966-07-23,FIFA World Cup,Germany,Uruguay,4,0,FT,,kaggle,True,1573.1546559570552,1560.5757373567244
,1966-07-23,FIFA World Cup,Hungary,Russia,1,2,FT,,kaggle,True,1553.945885613565,1551.3972224931147
,1966-07-23,FIFA World Cup,North Korea,Portugal,3,5,FT,,kaggle,True,1503.8353109149868,1539.350004376946
,1966-07-25,FIFA World Cup,Germany,Russia,2,1,FT,,kaggle,True,1584.7203852316968,1563.4852486198
,1966-07-26,FIFA World Cup,England,Portugal,2,1,FT,,kaggle,True,1515.495331795625,1550.1276248354766
,1966-07-28,FIFA World Cup,Portugal,Russia,2,1,FT,,kaggle,True,1536.9354138209553,1552.217772341069
,1966-07-30,FIFA World Cup,England,Germany,4,2,FT,,kaggle,True,1528.6875428101462,1595.9878615104278
,1970-05-31,FIFA World Cup,Mexico,Russia,0,0,FT,,kaggle,True,1403.5512825378153,1539.6902785287655
,1970-06-02,FIFA World Cup,England,Romania,1,0,FT,,kaggle,True,1542.9833703833779,1476.7871192866758
,1970-06-02,FIFA World Cup,Israel,Uruguay,0,2,FT,,kaggle,True,1500.0,1549.0100080820828
,1970-06-02,FIFA World Cup,Bulgaria,Peru,2,3,FT,,kaggle,True,1451.9012011368934,1476.414300586377
,1970-06-03,FIFA World Cup,Italy,Sweden,1,0,FT,,kaggle,True,1541.0677043762864,1534.5675850736086
,1970-06-03,FIFA World Cup,Belgium,El Salvador,3,0,FT,,kaggle,True,1446.2498195175656,1500.0
,1970-06-03,FIFA World Cup,Brazil,Czechoslovakia,4,1,FT,,kaggle,True,1607.5363409726906,1509.6451917700997
,1970-06-03,FIFA World Cup,Germany,Morocco,2,1,FT,,kaggle,True,1581.6920339371961,1500.0
,1970-06-06,FIFA World Cup,Czechoslovakia,Romania,1,2,FT,,kaggle,True,1500.939516878403,1467.046187276395
,1970-06-06,FIFA World Cup,Italy,Uruguay,0,0,FT,,kaggle,True,1552.8432243994394,1559.3284014358262
,1970-06-06,FIFA World Cup,Morocco,Peru,0,3,FT,,kaggle,True,1490.7706708387454,1487.5690501899603
,1970-06-06,FIFA World Cup,Belgium,Russia,1,4,FT,,kaggle,True,1460.0916146687978,1535.2149387031268
,1970-06-07,FIFA World Cup,Mexico,El Salvador,4,0,FT,,kaggle,True,1408.026622363454,1486.1582048487678
,1970-06-07,FIFA World Cup,Israel,Sweden,1,1,FT,,kaggle,True,1489.6816066462566,1522.7920650504557
,1970-06-07,FIFA World Cup,Brazil,England,1,0,FT,,kaggle,True,1616.2420158643872,1552.7243023936587
,1970-06-07,FIFA World Cup,Bulgaria,Germany,2,5,FT,,kaggle,True,1440.7464515333102,1590.9213630984507
,1970-06-10,FIFA World Cup,Brazil,Romania,3,2,FT,,kaggle,True,1626.072310519211,1480.2131220213441
,1970-06-10,FIFA World Cup,El Salvador,Russia,0,2,FT,,kaggle,True,1471.5042239579013,1544.6599642563156
,1970-06-10,FIFA World Cup,Germany,Peru,3,1,FT,,kaggle,True,1598.0350824096047,1499.6796271197393
,1970-06-10,FIFA World Cup,Sweden,Uruguay,1,0,FT,,kaggle,True,1521.6519198451865,1559.1044373663888
,1970-06-11,FIFA World Cup,Bulgaria,Morocco,1,1,FT,,kaggle,True,1433.6327322221562,1478.6600939089665
,1970-06-11,FIFA World Cup,Czechoslovakia,England,0,1,FT,,kaggle,True,1487.7725821334539,1542.894007738835
,1970-06-11,FIFA World Cup,Israel,Italy,0,0,FT,,kaggle,True,1490.8217518515257,1553.0671884688768
,1970-06-11,FIFA World Cup,Mexico,Belgium,1,0,FT,,kaggle,True,1422.6806032543204,1450.646589115609
,1970-06-14,FIFA World Cup,Russia,Uruguay,0,1,FT,,kaggle,True,1554.1699446604885,1545.815860547534
,1970-06-14,FIFA World Cup,Mexico,Italy,1,4,FT,,kaggle,True,1435.6444335154213,1550.9400174088223
,1970-06-14,FIFA World Cup,England,Germany,2,3,FT,,kaggle,True,1553.005995382007,1606.7259347816255
,1970-06-14,FIFA World Cup,Brazil,Peru,4,2,FT,,kaggle,True,1633.311000623921,1490.9887747477185
,1970-06-17,FIFA World Cup,Brazil,Uruguay,3,1,FT,,kaggle,True,1640.6530348034742,1558.1043447960196
,1970-06-17,FIFA World Cup,Germany,Italy,3,4,FT,,kaggle,True,1616.8851595289523,1559.0978605362193
,1970-06-20,FIFA World Cup,Germany,Uruguay,1,0,FT,,kaggle,True,1602.9074604583807,1548.9030101697308
,1970-06-21,FIFA World Cup,Brazil,Italy,4,1,FT,,kaggle,True,1649.854369429763,1573.0755596067909
,1974-06-13,FIFA World Cup,Brazil,Yugoslavia,0,0,FT,,kaggle,True,1659.244864312059,1518.1564881892473
,1974-06-14,FIFA World Cup,DR Congo,Scotland,0,2,FT,,kaggle,True,1500.0,1457.0620431392351
,1974-06-14,FIFA World Cup,German DR,Australia,2,0,FT,,kaggle,True,1500.0,1500.0
,1974-06-14,FIFA World Cup,Germany,Chile,1,0,FT,,kaggle,True,1613.0570909854334,1507.1707770521577
,1974-06-15,FIFA World Cup,Uruguay,Netherlands,0,2,FT,,kaggle,True,1538.753379642678,1477.2385104205034
,1974-06-15,FIFA World Cup,Italy,Haiti,3,1,FT,,kaggle,True,1563.6850647244949,1500.0
