date,home_team,away_team,home_goals,away_goals,round,elo_h,elo_a,elo_diff,h_win5,a_win5,h_gf5,a_gf5,h_ga5,a_ga5,h_gd5,a_gd5,h_win10,a_win10,h_gf10,a_gf10,h_ga10,a_ga10,h_gd10,a_gd10,h2h_n,h2h_h_winrate,h2h_a_winrate
1974-07-03,Germany,Poland,1,0,FIFA World Cup,1839.1087736601312,1669.8254595030821,169.28331415704906,0.8,1.0,2.0,3.0,0.6,0.8,1.4,2.2,0.8,0.8333,2.5,3.33,1.2,1.67,1.3,1.67,0,0.0,0.0
1974-07-03,Sweden,Yugoslavia,2,1,FIFA World Cup,1665.8947282694403,1613.9194978504552,51.97523041898512,0.2,0.2,1.0,2.2,1.0,1.0,0.0,1.2,0.3,0.4,1.2,2.1,1.3,1.0,-0.1,1.1,0,0.0,0.0
1974-07-06,Brazil,Poland,0,1,FIFA World Cup,1844.806784816121,1653.3860703606665,191.42071445545457,0.6,0.8,1.2,2.4,0.6,0.6,0.6,1.8,0.7,0.7143,2.0,2.86,0.9,1.57,1.1,1.29,1,1.0,0.0
1974-07-07,Germany,Netherlands,2,1,FIFA World Cup,1855.5481628025468,1694.2031675160408,161.344995286506,0.8,0.8,2.0,2.4,0.6,0.2,1.4,2.2,0.8,0.625,2.1,2.0,1.0,0.88,1.1,1.12,0,0.0,0.0
1978-06-01,Germany,Poland,0,0,FIFA World Cup,1872.5385435044418,1698.4230964405542,174.1154470638876,0.8,0.8,1.8,1.2,0.8,0.6,1.0,0.6,0.8,0.75,2.0,2.62,1.0,1.38,1.0,1.25,1,1.0,0.0
1978-06-02,Mexico,Tunisia,1,3,FIFA World Cup,1504.8537337060066,1500.0,4.853733706006551,0.4,0.5,1.2,0.0,0.8,0.0,0.4,0.0,0.3,0.5,1.0,0.0,1.1,0.0,-0.1,0.0,0,0.0,0.0
1978-06-02,France,Italy,1,2,FIFA World Cup,1588.4950610304777,1633.1962499123656,-44.7011888818879,0.2,0.4,2.0,2.0,2.6,2.2,-0.6,-0.2,0.5,0.4,2.8,1.5,2.2,1.3,0.6,0.2,1,0.0,0.0
1978-06-02,Argentina,Hungary,2,1,FIFA World Cup,1549.3975152316546,1655.76005980881,-106.3625445771554,0.2,0.4,1.4,1.6,1.8,1.6,-0.4,0.0,0.3,0.5,1.3,2.1,1.4,1.2,-0.1,0.9,1,0.0,0.0
1978-06-03,Austria,Spain,2,1,FIFA World Cup,1566.3998111752212,1495.0615953945025,71.33821578071866,0.2,0.4,1.2,1.2,2.8,1.4,-1.6,-0.2,0.4,0.3,2.1,1.1,2.3,1.9,-0.2,-0.8,0,0.0,0.0
1978-06-03,Brazil,Sweden,1,1,FIFA World Cup,1799.7697587362334,1591.4400076466313,208.32975108960204,0.6,0.4,1.2,1.4,0.8,1.2,0.4,0.2,0.6,0.3,1.7,1.1,0.8,1.3,0.9,-0.2,3,0.6667,0.0
1978-06-03,Iran,Netherlands,0,3,FIFA World Cup,1600.0,1677.2127868141458,-77.21278681414583,0.5,0.8,0.0,2.6,0.0,0.6,0.0,2.0,0.5,0.5556,0.0,1.89,0.0,1.0,0.0,0.89,0,0.0,0.0
1978-06-03,Peru,Scotland,3,1,FIFA World Cup,1600.9466448039598,1496.8546331179898,104.09201168596996,0.4,0.2,1.8,1.2,2.0,1.2,-0.2,0.0,0.3333,0.125,1.67,0.88,2.17,1.88,-0.5,-1.0,0,0.0,0.0
1978-06-06,Poland,Tunisia,1,0,FIFA World Cup,1812.3136005238541,1545.6286166925659,266.68498383128826,0.6,1.0,0.8,3.0,0.4,1.0,0.4,2.0,0.6667,1.0,2.33,3.0,1.22,1.0,1.11,2.0,0,0.0,0.0
1978-06-06,Hungary,Italy,1,3,FIFA World Cup,1716.8525253829512,1659.3575966909875,57.49492869196365,0.4,0.4,1.8,1.6,1.8,1.8,0.0,-0.2,0.4,0.5,1.8,1.7,1.4,1.3,0.4,0.4,1,0.0,0.0
1978-06-06,Argentina,France,2,1,FIFA World Cup,1588.3050496575133,1462.3337142518558,125.97133540565756,0.4,0.2,1.6,1.8,1.8,2.0,-0.2,-0.2,0.3,0.4,1.3,2.6,1.4,2.2,-0.1,0.4,1,1.0,0.0
1978-06-06,Germany,Mexico,6,0,FIFA World Cup,1858.648039421142,1359.2251170134407,499.4229224077012,0.8,0.4,1.8,1.4,0.6,1.4,1.2,0.0,0.7,0.3,1.7,1.1,0.8,1.2,0.9,-0.1,0,0.0,0.0
1978-06-07,Austria,Sweden,1,0,FIFA World Cup,1590.3251044377057,1607.5434071567272,-17.218302719021494,0.4,0.4,1.4,1.6,1.8,1.4,-0.4,0.2,0.5,0.3,2.3,1.0,2.3,0.9,0.0,0.1,0,0.0,0.0
1978-06-07,Brazil,Spain,0,0,FIFA World Cup,1783.6663592261375,1471.136302132018,312.53005709411946,0.4,0.2,0.8,1.2,1.0,1.8,-0.2,-0.6,0.5,0.2,1.4,1.1,0.7,2.1,0.7,-1.0,3,0.6667,0.0
1978-06-07,Iran,Scotland,1,1,FIFA World Cup,1558.9790438901175,1464.9472630779396,94.03178081217789,0.0,0.2,0.0,1.0,3.0,1.2,-3.0,-0.2,0.0,0.1111,0.0,0.89,3.0,2.0,-3.0,-1.11,0,0.0,0.0
1978-06-07,Netherlands,Peru,0,0,FIFA World Cup,1818.2337429240283,1532.85401484401,285.37972808001837,0.8,0.6,2.4,2.4,0.4,2.0,2.0,0.4,0.6,0.4286,2.0,1.86,0.9,2.0,1.1,-0.14,0,0.0,0.0
1978-06-10,France,Hungary,3,1,FIFA World Cup,1542.7581093366255,1564.472998331699,-21.71488899507358,0.0,0.4,0.8,1.8,1.8,1.8,-1.0,0.0,0.3,0.4,2.0,1.8,2.1,1.5,-0.1,0.3,0,0.0,0.0
1978-06-10,Argentina,Italy,0,1,FIFA World Cup,1607.8806545727437,1711.7371237422396,-103.856469169496,0.4,0.6,1.2,2.0,1.8,1.2,-0.6,0.8,0.4,0.5,1.5,1.9,1.5,1.4,0.0,0.5,1,0.0,0.0
1978-06-10,Germany,Tunisia,0,0,FIFA World Cup,1865.4575476772802,1534.9942374723983,330.46331020488196,0.8,0.5,2.6,1.5,0.6,1.0,2.0,0.5,0.8,0.5,2.0,1.5,0.4,1.0,1.6,0.5,0,0.0,0.0
1978-06-10,Mexico,Poland,1,3,FIFA World Cup,1452.4156087573024,1722.9479797440217,-270.53237098671934,0.4,0.6,1.4,0.8,2.6,0.4,-1.2,0.4,0.3,0.7,1.1,2.2,1.7,1.1,-0.6,1.1,0,0.0,0.0
1978-06-11,Austria,Brazil,0,1,FIFA World Cup,1621.8106362397855,1662.184235227505,-40.37359898771956,0.4,0.2,1.0,0.6,1.6,1.0,-0.6,-0.4,0.6,0.4,2.2,1.1,2.0,0.6,0.2,0.5,1,0.0,0.0
1978-06-11,Iran,Peru,1,4,FIFA World Cup,1551.0522905109056,1553.1287681232802,-2.076477612374674,0.0,0.4,0.5,1.8,2.0,1.6,-1.5,0.2,0.0,0.375,0.5,1.62,2.0,1.75,-1.5,-0.12,0,0.0,0.0
1978-06-11,Netherlands,Scotland,2,3,FIFA World Cup,1797.958989644758,1472.8740164571516,325.08497318760647,0.6,0.2,1.6,1.0,0.4,1.0,1.2,0.0,0.6,0.1,1.8,0.9,0.6,1.9,1.2,-1.0,0,0.0,0.0
1978-06-11,Spain,Sweden,1,0,FIFA World Cup,1592.6184261306505,1576.0578753546474,16.560550776003083,0.2,0.2,1.0,1.0,1.4,1.6,-0.4,-0.6,0.2,0.3,0.9,1.0,1.9,0.9,-1.0,0.1,1,0.0,0.0
1978-06-14,Brazil,Peru,3,0,FIFA World Cup,1788.7137058440264,1605.3150012518913,183.39870459213512,0.2,0.4,0.4,2.0,0.8,1.8,-0.4,0.2,0.4,0.4444,0.8,1.89,0.5,1.67,0.3,0.22,1,1.0,0.0
1978-06-14,Germany,Italy,0,0,FIFA World Cup,1843.248452379415,1733.027324164033,110.22112821538212,0.6,0.6,1.8,1.6,0.2,1.0,1.6,0.6,0.7,0.6,1.9,2.0,0.4,1.4,1.5,0.6,2,0.0,0.0
1978-06-14,Argentina,Poland,2,0,FIFA World Cup,1586.5904541509503,1738.610954572515,-152.02050042156475,0.4,0.6,1.2,1.0,1.2,0.4,0.0,0.6,0.3,0.8,1.3,2.0,1.6,0.6,-0.3,1.4,1,0.0,1.0
1978-06-14,Austria,Netherlands,1,5,FIFA World Cup,1595.281165623264,1645.9621978529985,-50.681032229734456,0.4,0.4,1.0,1.6,1.2,1.0,-0.2,0.6,0.5,0.6,2.1,2.0,2.1,0.6,0.0,1.4,0,0.0,0.0
1978-06-18,Argentina,Brazil,0,0,FIFA World Cup,1650.1129819425487,1715.8170116774581,-65.70402973490945,0.6,0.4,1.4,1.0,0.8,0.4,0.6,0.6,0.4,0.5,1.5,1.1,1.5,0.5,0.0,0.6,1,0.0,0.0
1978-06-18,Austria,Italy,0,1,FIFA World Cup,1547.1787430406605,1742.237651625366,-195.05890858470548,0.4,0.6,1.2,1.4,1.8,0.8,-0.6,0.6,0.4,0.6,1.7,2.0,2.6,1.4,-0.9,0.6,1,0.0,1.0
1978-06-18,Germany,Netherlands,2,2,FIFA World Cup,1834.038124918082,1694.0646204356021,139.97350448247994,0.4,0.4,1.6,2.2,0.2,1.2,1.4,1.0,0.6,0.6,1.8,2.3,0.4,0.7,1.4,1.6,1,1.0,0.0
1978-06-18,Peru,Poland,0,1,FIFA World Cup,1678.2116954184596,1675.0884267809167,3.1232686375428784,0.4,0.6,1.8,1.0,1.8,0.6,0.0,0.4,0.4,0.7,1.7,1.7,1.8,0.6,-0.1,1.1,0,0.0,0.0
1978-06-21,Argentina,Peru,6,0,FIFA World Cup,1655.7196454711257,1547.9420179899814,107.77762748114424,0.6,0.4,1.2,1.4,0.6,1.2,0.6,0.2,0.4,0.4,1.3,1.6,1.2,1.6,0.1,0.0,0,0.0,0.0
1978-06-21,Italy,Netherlands,1,2,FIFA World Cup,1856.966640217297,1705.5368363886114,151.42980382868564,0.8,0.4,1.4,2.4,0.4,1.2,1.0,1.2,0.6,0.6,1.7,2.5,1.3,0.9,0.4,1.6,0,0.0,0.0
1978-06-21,Brazil,Poland,3,1,FIFA World Cup,1810.2103481488812,1705.358104209395,104.85224393948624,0.4,0.6,1.0,1.0,0.2,0.6,0.8,0.4,0.5,0.7,1.1,1.1,0.5,0.6,0.6,0.5,2,0.5,0.0
1978-06-21,Austria,Germany,3,2,FIFA World Cup,1532.4497544487294,1722.5659089650728,-190.11615451634339,0.4,0.2,0.8,1.6,1.6,0.4,-0.8,1.2,0.3,0.5,1.0,1.7,2.2,0.6,-1.2,1.1,2,0.0,0.0
1978-06-24,Brazil,Italy,2,1,FIFA World Cup,1842.027645228486,1714.660681370494,127.366963857992,0.6,0.6,1.4,1.2,0.2,0.6,1.2,0.6,0.5,0.5,1.1,1.4,0.6,1.2,0.5,0.2,2,0.5,0.0
1978-06-25,Argentina,Netherlands,3,1,FIFA World Cup,1700.304663189168,1747.8427952354143,-47.538132046246346,0.6,0.4,2.0,2.2,0.4,1.4,1.6,0.8,0.5,0.6,1.8,2.3,1.1,0.9,0.7,1.4,1,0.0,1.0
1982-06-13,Argentina,Belgium,0,1,FIFA World Cup,1751.4236838787529,1334.2435804264237,417.18010345232915,0.6,0.2,2.2,1.8,0.4,2.6,1.8,-0.8,0.5,0.1111,1.7,1.33,1.1,2.78,0.6,-1.44,0,0.0,0.0
1982-06-14,Brazil,Russia,2,1,FIFA World Cup,1861.4974405901794,1676.060174585405,185.4372660047743,0.8,0.4,1.8,1.4,0.4,0.8,1.4,0.6,0.5,0.6,1.2,1.6,0.7,0.8,0.5,0.8,1,1.0,0.0
1982-06-14,Italy,Poland,0,0,FIFA World Cup,1795.1908860088008,1673.54080712979,121.65007887901083,0.4,0.6,0.8,1.2,0.8,1.2,0.0,0.0,0.5,0.6,1.4,1.0,1.0,0.8,0.4,0.2,1,0.0,1.0
1982-06-15,Hungary,El Salvador,10,1,FIFA World Cup,1616.66413345337,1366.3021965366256,250.3619369167443,0.2,0.0,1.4,0.0,2.2,3.0,-0.8,-3.0,0.3,0.0,1.7,0.0,1.7,3.0,0.0,-3.0,0,0.0,0.0
1982-06-15,Peru,Cameroon,0,0,FIFA World Cup,1603.3570002719391,1500.0,103.35700027193911,0.2,0.5,0.8,0.0,2.2,0.0,-1.4,0.0,0.4,0.5,1.6,0.0,2.1,0.0,-0.5,0.0,0,0.0,0.0
1982-06-15,Scotland,New Zealand,5,2,FIFA World Cup,1624.870808248911,1500.0,124.87080824891109,0.2,0.5,1.2,0.0,1.4,0.0,-0.2,0.0,0.2,0.5,1.2,0.0,2.0,0.0,-0.8,0.0,0,0.0,0.0
1982-06-16,Spain,Honduras,1,1,FIFA World Cup,1621.189555179448,1500.0,121.189555179448,0.4,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.3,0.5,0.9,0.0,1.3,0.0,-0.4,0.0,0,0.0,0.0
1982-06-16,Germany,Algeria,1,2,FIFA World Cup,1777.6133858986987,1500.0,277.61338589869865,0.2,0.5,2.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,1.9,0.0,0.8,0.0,1.1,0.0,0,0.0,0.0
1982-06-16,England,France,3,1,FIFA World Cup,1742.7996358663795,1490.5669742149546,252.2326616514249,0.6,0.2,1.6,1.2,1.2,1.8,0.4,-0.6,0.7,0.4,1.5,2.1,0.7,1.9,0.8,0.2,1,1.0,0.0
1982-06-17,Yugoslavia,Northern Ireland,0,0,FIFA World Cup,1688.3742184732641,1508.8786601465756,179.49555832668852,0.2,0.4,2.4,1.2,1.4,2.0,1.0,-0.8,0.3,0.4,1.9,1.2,1.1,2.0,0.8,-0.8,0,0.0,0.0
1982-06-17,Czechoslovakia,Kuwait,1,1,FIFA World Cup,1567.0497592322793,1500.0,67.04975923227926,0.2,0.5,1.2,0.0,2.2,0.0,-1.0,0.0,0.3,0.5,1.0,0.0,1.6,0.0,-0.6,0.0,0,0.0,0.0
1982-06-17,Chile,Austria,0,1,FIFA World Cup,1560.1415395982874,1477.4022775151036,82.7392620831838,0.0,0.4,0.6,1.0,1.0,1.8,-0.4,-0.8,0.2,0.4,0.8,1.2,1.4,1.8,-0.6,-0.6,0,0.0,0.0
1982-06-18,Argentina,Hungary,4,1,FIFA World Cup,1696.4072705486217,1545.3680915326509,151.03917901597083,0.6,0.2,2.2,2.8,0.4,2.2,1.8,0.6,0.5,0.3,1.7,2.1,0.8,1.7,0.9,0.4,2,0.5,0.0
1982-06-18,Brazil,Scotland,4,1,FIFA World Cup,1876.8505949365685,1559.2744958598234,317.5760990767451,0.8,0.4,2.0,2.2,0.6,1.8,1.4,0.4,0.5,0.3,1.2,1.7,0.7,1.5,0.5,0.2,1,0.0,0.0
1982-06-18,Italy,Peru,1,1,FIFA World Cup,1785.0959729520735,1494.6867095601312,290.4092633919422,0.2,0.2,0.6,0.8,0.8,2.2,-0.2,-1.4,0.4,0.3,1.1,1.3,0.9,1.9,0.2,-0.6,0,0.0,0.0
1982-06-19,Russia,New Zealand,3,0,FIFA World Cup,1760.707020239016,1465.5963123890876,295.1107078499283,0.4,0.0,1.4,2.0,0.8,5.0,0.6,-3.0,0.5,0.0,1.4,2.0,1.0,5.0,0.4,-3.0,0,0.0,0.0
1982-06-19,Belgium,El Salvador,1,0,FIFA World Cup,1489.2599937565549,1337.5982384573447,151.6617552992102,0.4,0.0,1.2,0.25,1.8,4.75,-0.6,-4.5,0.2,0.0,1.3,0.25,2.5,4.75,-1.2,-4.5,1,1.0,0.0
1982-06-19,Poland,Cameroon,0,0,FIFA World Cup,1783.6357201865173,1508.6702907118079,274.9654294747095,0.4,0.0,1.0,0.0,1.2,0.0,-0.2,0.0,0.5,0.0,0.9,0.0,0.8,0.0,0.1,0.0,0,0.0,0.0
1982-06-20,England,Czechoslovakia,2,0,FIFA World Cup,1759.8725356487075,1461.3310363090372,298.5414993396703,0.6,0.0,1.4,0.8,1.0,2.2,0.4,-1.4,0.8,0.3,1.8,1.0,0.8,1.5,1.0,-0.5,1,0.0,0.0
1982-06-20,Germany,Chile,4,1,FIFA World Cup,1727.708468490535,1423.1293178867454,304.5791506037897,0.0,0.0,1.0,0.4,1.4,1.0,-0.4,-0.6,0.4,0.2,1.8,0.8,1.0,1.3,0.8,-0.5,2,0.5,0.0
1982-06-20,Spain,Yugoslavia,2,1,FIFA World Cup,1611.1299200679525,1574.121378780799,37.00854128715355,0.2,0.0,0.8,0.6,1.0,1.4,-0.2,-0.8,0.3,0.2,0.9,1.4,1.1,1.1,-0.2,0.3,0,0.0,0.0
1982-06-21,Algeria,Austria,0,2,FIFA World Cup,1649.9049174081636,1514.4144992266456,135.49041818151795,1.0,0.4,2.0,1.0,1.0,1.8,1.0,-0.8,1.0,0.4,2.0,1.0,1.0,1.7,1.0,-0.7,0,0.0,0.0
1982-06-21,France,Kuwait,4,1,FIFA World Cup,1573.4940744326266,1505.718722923242,67.77535150938456,0.2,0.0,1.2,1.0,2.0,1.0,-0.8,0.0,0.3,0.0,2.0,1.0,2.1,1.0,-0.1,0.0,0,0.0,0.0
1982-06-21,Honduras,Northern Ireland,1,1,FIFA World Cup,1610.0596351114955,1523.1314998390408,86.92813527245471,0.0,0.2,1.0,1.0,1.0,2.0,0.0,-1.0,0.0,0.3333,1.0,1.0,1.0,1.67,0.0,-0.67,0,0.0,0.0
1982-06-22,Poland,Peru,5,1,FIFA World Cup,1763.8594385506517,1515.1950907013977,248.664347849254,0.2,0.0,0.4,0.2,1.0,2.2,-0.6,-2.0,0.4,0.2,0.7,1.1,0.7,2.0,0.0,-0.9,1,0.0,0.0
1982-06-22,Belgium,Hungary,1,1,FIFA World Cup,1506.9373811930761,1514.3544026027403,-7.41702140966413,0.6,0.2,1.2,2.8,1.0,2.6,0.2,0.2,0.3,0.3,1.4,2.2,2.2,2.1,-0.8,0.1,0,0.0,0.0
1982-06-22,Russia,Scotland,2,2,FIFA World Cup,1776.9424214302635,1544.735882332756,232.2065390975074,0.6,0.4,2.0,2.2,0.8,2.4,1.2,-0.2,0.5,0.3,1.6,1.7,1.0,1.8,0.6,-0.1,0,0.0,0.0
1982-06-23,Argentina,El Salvador,2,0,FIFA World Cup,1727.4209594785323,1319.9208510208234,407.50010845770885,0.6,0.0,2.6,0.2,0.6,4.0,2.0,-3.8,0.6,0.0,2.0,0.2,0.7,4.0,1.3,-3.8,0,0.0,0.0
1982-06-23,Brazil,New Zealand,4,0,FIFA World Cup,1891.389208463636,1449.36091119784,442.0282972657958,0.8,0.0,2.2,1.0,0.8,4.0,1.4,-3.0,0.6,0.0,1.6,1.0,0.6,4.0,1.0,-3.0,0,0.0,0.0
1982-06-23,Italy,Cameroon,1,1,FIFA World Cup,1764.587591810807,1528.4465723476735,236.1410194631335,0.2,0.0,0.8,0.0,1.0,0.0,-0.2,0.0,0.4,0.0,1.1,0.0,0.9,0.0,0.2,0.0,0,0.0,0.0
1982-06-24,Algeria,Chile,3,2,FIFA World Cup,1588.1947634726369,1407.62799570086,180.56676777177677,0.5,0.0,1.0,0.4,1.5,1.4,-0.5,-1.0,0.5,0.1,1.0,0.7,1.5,1.6,-0.5,-0.9,0,0.0,0.0
1982-06-24,France,Czechoslovakia,1,1,FIFA World Cup,1615.8806934656443,1447.6457328141544,168.23496065148993,0.4,0.0,2.0,0.6,1.8,2.0,0.2,-1.4,0.3,0.2,2.0,0.9,2.2,1.7,-0.2,-0.8,0,0.0,0.0
1982-06-24,Honduras,Yugoslavia,0,1,FIFA World Cup,1602.7064555724585,1547.3049217017042,55.40153387075429,0.0,0.0,1.0,0.6,1.0,1.6,0.0,-1.0,0.0,0.1,1.0,1.4,1.0,1.3,0.0,0.1,0,0.0,0.0
1982-06-25,Spain,Northern Ireland,0,1,FIFA World Cup,1637.9463771470473,1530.4846793780778,107.46169776896954,0.4,0.2,1.0,1.0,0.8,1.6,0.2,-0.6,0.4,0.2857,1.1,1.0,1.1,1.57,0.0,-0.57,0,0.0,0.0
1982-06-25,England,Kuwait,1,0,FIFA World Cup,1773.5578391435904,1463.3321038902243,310.2257352533661,0.6,0.0,1.6,1.0,1.0,2.5,0.6,-1.5,0.8,0.0,1.8,1.0,0.8,2.5,1.0,-1.5,0,0.0,0.0
1982-06-25,Germany,Austria,1,0,FIFA World Cup,1743.2097906764204,1576.1246531621723,167.08513751424812,0.2,0.6,1.8,1.4,1.6,1.6,0.2,-0.2,0.4,0.5,1.8,1.2,0.9,1.4,0.9,-0.2,3,0.0,0.3333
1982-06-28,Austria,France,0,1,FIFA World Cup,1659.5338086530428,1502.392207183029,157.1416014700137,0.6,0.4,1.2,2.0,0.8,1.6,0.4,0.4,0.5,0.3,1.2,1.9,1.3,1.8,-0.1,0.1,1,1.0,0.0
1982-06-28,Poland,Belgium,3,0,FIFA World Cup,1785.55803698079,1407.57772103133,377.98031594945996,0.4,0.4,1.4,0.8,0.8,1.2,0.6,-0.4,0.5,0.3,1.2,1.5,0.7,2.2,0.5,-0.7,0,0.0,0.0
1982-06-29,Italy,Argentina,2,1,FIFA World Cup,1746.8484767210687,1635.2872695814851,111.56120713958353,0.0,0.8,0.8,3.0,1.2,0.6,-0.4,2.4,0.4,0.7,1.1,2.1,0.8,0.6,0.3,1.5,2,0.0,0.0
1982-06-29,Germany,England,0,0,FIFA World Cup,1759.80063518555,1682.173123551749,77.62751163380085,0.4,0.8,2.0,1.8,1.6,0.8,0.4,1.0,0.4,0.8,1.8,1.7,0.9,0.8,0.9,0.9,2,0.0,0.5
1982-07-01,Austria,Northern Ireland,2,2,FIFA World Cup,1616.820424415403,1569.478673663939,47.34175075146413,0.6,0.4,1.2,0.8,0.8,1.2,0.4,-0.4,0.5,0.375,1.0,1.0,1.2,1.38,-0.2,-0.38,0,0.0,0.0
1982-07-01,Belgium,Russia,0,1,FIFA World Cup,1496.8738011522216,1659.4257331806712,-162.55193202844953,0.4,0.4,0.6,1.6,1.0,1.0,-0.4,0.6,0.3,0.4,1.3,1.6,2.0,1.1,-0.7,0.5,1,0.0,0.0
1982-07-02,Argentina,Brazil,1,3,FIFA World Cup,1714.6022777918618,1799.5787066581368,-84.976428866275,0.6,1.0,2.0,3.0,1.0,0.8,1.0,2.2,0.6,0.7,2.0,2.0,0.7,0.5,1.3,1.5,2,0.0,0.0
1982-07-02,Spain,Germany,1,2,FIFA World Cup,1598.9523828611862,1653.2070922122832,-54.25470935109706,0.4,0.4,0.8,1.6,0.6,1.2,0.2,0.4,0.3,0.3,1.0,1.6,1.2,0.8,-0.2,0.8,1,0.0,1.0
1982-07-04,France,Northern Ireland,4,1,FIFA World Cup,1645.1055914206688,1573.541376123637,71.56421529703175,0.6,0.2,2.0,0.8,1.2,1.4,0.8,-0.6,0.3,0.3333,1.4,1.11,1.5,1.44,-0.1,-0.33,1,1.0,0.0
1982-07-04,Poland,Russia,0,0,FIFA World Cup,1796.2619568598982,1676.3316244933044,119.9303323665938,0.4,0.4,1.8,1.4,0.8,1.0,1.0,0.4,0.5,0.4,1.4,1.5,0.7,1.0,0.7,0.5,0,0.0,0.0
1982-07-05,Italy,Brazil,3,2,FIFA World Cup,1767.533468510692,1833.786861656202,-66.25339314551002,0.2,1.0,1.0,3.0,1.0,0.8,0.0,2.2,0.4,0.8,1.1,2.2,0.8,0.5,0.3,1.7,3,0.0,0.6667
1982-07-05,Spain,England,0,0,FIFA World Cup,1573.5993995050753,1688.7666665250158,-115.16726701994048,0.4,0.6,1.0,1.6,1.0,0.8,0.0,0.8,0.3,0.7,1.0,1.6,1.2,0.8,-0.2,0.8,1,0.0,0.0
1982-07-08,Poland,Italy,0,2,FIFA World Cup,1786.2989431520957,1703.1858975153311,83.11304563676458,0.4,0.4,1.6,1.4,0.2,1.0,1.4,0.4,0.5,0.4,1.4,1.1,0.7,0.9,0.7,0.2,2,0.5,0.0
1982-07-08,Germany,France,3,3,FIFA World Cup,1778.560075568394,1586.9421090397336,191.61796652866042,0.6,0.6,1.6,2.2,0.8,1.2,0.8,1.0,0.4,0.4,1.8,1.7,0.9,1.5,0.9,0.2,1,0.0,1.0
1982-07-10,Poland,France,3,2,FIFA World Cup,1730.7348545180068,1601.9918845279817,128.74296999002513,0.4,0.6,1.6,2.6,0.6,1.2,1.0,1.4,0.4,0.4,1.3,1.9,0.9,1.6,0.4,0.3,0,0.0,0.0
1982-07-11,Italy,Germany,3,1,FIFA World Cup,1858.74998614942,1663.510300080146,195.23968606927406,0.6,0.6,1.8,2.0,1.0,1.0,0.8,1.0,0.4,0.3,1.2,1.5,0.9,1.2,0.3,0.3,3,0.0,0.0
1986-05-31,Bulgaria,Italy,1,1,FIFA World Cup,1400.5693620387194,1780.8261262811957,-380.25676424247627,0.0,0.8,1.0,2.2,2.2,1.0,-1.2,1.2,0.0,0.5,0.8,1.5,2.2,1.0,-1.4,0.5,0,0.0,0.0
1986-06-01,Spain,Brazil,0,1,FIFA World Cup,1583.1948465848168,1798.134432651563,-214.9395860667462,0.2,0.8,0.8,3.0,1.0,1.2,-0.2,1.8,0.3,0.8,0.9,2.4,1.0,0.8,-0.1,1.6,4,0.0,0.5
1986-06-01,Canada,France,0,1,FIFA World Cup,1600.0,1582.6261193623482,17.373880637651837,0.5,0.4,0.0,2.2,0.0,1.6,0.0,0.6,0.5,0.4,0.0,2.1,0.0,1.7,0.0,0.4,0,0.0,0.0
1986-06-02,Russia,Hungary,6,0,FIFA World Cup,1786.2946382011069,1513.7140627644865,272.5805754366204,0.4,0.2,1.4,2.8,0.8,2.4,0.6,0.4,0.4,0.3,1.4,2.3,0.8,2.1,0.6,0.2,1,0.0,0.0
1986-06-02,Argentina,South Korea,3,1,FIFA World Cup,1680.3941227937964,1376.8673021271084,303.5268206666881,0.4,0.0,1.6,0.0,1.4,8.0,0.2,-8.0,0.5,0.0,1.9,0.0,0.9,8.0,1.0,-8.0,0,0.0,0.0
1986-06-02,Morocco,Poland,0,0,FIFA World Cup,1517.2536055913858,1650.1006196836404,-132.84701409225454,0.0,0.6,0.67,2.2,2.0,1.0,-1.33,1.2,0.0,0.4,0.67,1.3,2.0,1.0,-1.33,0.3,0,0.0,0.0
1986-06-03,Algeria,Northern Ireland,1,1,FIFA World Cup,1603.8704107521517,1531.7048585045723,72.1655522475794,0.6667,0.2,1.67,1.0,1.67,1.4,0.0,-0.4,0.6667,0.3,1.67,1.1,1.67,1.7,0.0,-0.6,0,0.0,0.0
1986-06-03,Mexico,Belgium,2,1,FIFA World Cup,1436.752633928809,1379.9679098395884,56.78472408922062,0.2,0.4,0.8,0.6,3.2,1.0,-2.4,-0.4,0.2,0.3,0.9,1.2,1.9,1.8,-1.0,-0.6,1,1.0,0.0
1986-06-03,Portugal,England,1,0,FIFA World Cup,1814.2055361753369,1679.1712194452743,135.03431673006253,0.8,0.6,2.8,1.2,1.4,0.2,1.4,1.0,0.8333,0.6,2.83,1.4,1.33,0.7,1.5,0.7,1,0.0,1.0
1986-06-04,Paraguay,Iraq,1,0,FIFA World Cup,1553.0606612725774,1500.0,53.06066127257736,0.2,0.5,2.2,0.0,3.2,0.0,-1.0,0.0,0.2857,0.5,1.71,0.0,2.71,0.0,-1.0,0.0,0,0.0,0.0
1986-06-04,Scotland,Denmark,0,1,FIFA World Cup,1662.2525705823484,1500.0,162.25257058234843,0.4,0.5,2.4,0.0,2.2,0.0,0.2,0.0,0.3,0.5,1.7,0.0,1.7,0.0,0.0,0.0,0,0.0,0.0
1986-06-04,Uruguay,Germany,1,1,FIFA World Cup,1616.5486035929766,1641.4341599483703,-24.885556355393646,0.0,0.4,0.4,1.4,2.0,1.4,-1.6,0.0,0.2,0.3,0.5,1.6,1.5,1.5,-1.0,0.1,2,0.0,1.0
