date,home_team,away_team,home_goals,away_goals,round,elo_h,elo_a,elo_diff,h_win5,a_win5,h_gf5,a_gf5,h_ga5,a_ga5,h_gd5,a_gd5,h_win10,a_win10,h_gf10,a_gf10,h_ga10,a_ga10,h_gd10,a_gd10,h2h_n,h2h_h_winrate,h2h_a_winrate
2021-06-24,Bolivia,Uruguay,0,2,Copa América,1402.6665289397529,1624.4011767446113,-221.73464780485847,0.0,0.0,1.4,0.2,2.4,0.8,-1.0,-0.6,0.1,0.3,1.0,1.2,2.6,1.2,-1.6,0.0,1,0.0,0.0
2021-06-26,Italy,Austria,2,1,UEFA Euro,1866.8553831368217,1605.9759669534074,260.8794161834144,0.8,0.4,2.6,0.8,0.2,0.8,2.4,0.0,0.8,0.4,2.1,1.2,0.3,1.3,1.8,-0.1,4,0.75,0.0
2021-06-27,Netherlands,Czech Republic,0,2,UEFA Euro,1926.1559453600523,1628.5742331177996,297.5817122422527,0.8,0.4,2.6,1.2,0.8,1.4,1.8,-0.2,0.8,0.5,2.9,1.6,1.0,1.1,1.9,0.5,0,0.0,0.0
2021-06-27,Brazil,Ecuador,1,1,Copa América,1980.5988402890418,1552.0522923805274,428.5465479085144,1.0,0.0,2.6,1.0,0.2,1.8,2.4,-0.8,1.0,0.4,2.8,2.0,0.3,1.6,2.5,0.4,1,1.0,0.0
2021-06-27,Belgium,Portugal,1,0,UEFA Euro,2027.3481683871848,1782.8530336402634,244.4951347469214,0.8,0.4,1.8,2.2,0.4,1.2,1.4,1.0,0.8,0.5,2.7,2.0,0.6,1.2,2.1,0.8,1,0.0,0.0
2021-06-28,Uruguay,Paraguay,1,0,Copa América,1740.7633576423655,1611.746297099873,129.01706054249257,0.2,0.4,0.6,1.0,0.4,0.8,0.2,0.2,0.3,0.3,1.2,1.1,1.1,0.9,0.1,0.2,1,0.0,0.0
2021-06-28,Argentina,Bolivia,4,1,Copa América,1840.5933897355592,1286.3043480419988,554.2890416935604,0.4,0.0,1.2,1.2,0.8,2.4,0.4,-1.2,0.5,0.1,1.4,1.0,0.8,2.6,0.6,-1.6,1,0.0,0.0
2021-06-28,Croatia,Spain,3,5,UEFA Euro,1744.9483111605768,1793.9659913137798,-49.017680153202946,0.2,0.4,1.0,2.0,1.0,0.2,0.0,1.8,0.3,0.5,1.2,2.3,1.1,0.5,0.1,1.8,2,0.5,0.5
2021-06-28,France,Switzerland,3,3,UEFA Euro,1970.713533750808,1710.3220497665268,260.3914839842812,0.6,0.6,2.0,2.6,0.6,1.2,1.4,1.4,0.7,0.7,1.9,2.4,0.6,1.0,1.3,1.4,2,0.0,0.0
2021-06-29,England,Germany,2,0,UEFA Euro,1888.801330797393,1743.1440336090416,145.65729718835132,0.8,0.4,0.8,2.8,0.0,1.4,0.8,1.4,0.8,0.5,1.7,2.2,0.3,1.6,1.4,0.6,5,0.2,0.2
2021-06-29,Sweden,Ukraine,1,2,UEFA Euro,1842.6180471543498,1566.08969609856,276.5283510557899,0.8,0.0,1.8,0.8,0.6,2.2,1.2,-1.4,0.8,0.2,1.8,0.9,0.8,2.5,1.0,-1.6,0,0.0,0.0
2021-06-30,Mexico,Panama,3,0,Friendly,1796.1031060309685,1616.0060869930512,180.09701903791733,0.4,0.8,1.0,4.0,0.8,0.4,0.2,3.6,0.5,0.6,1.3,2.4,0.9,0.9,0.4,1.5,2,0.5,0.0
2021-07-02,Haiti,Saint Vincent and the Grenadines,6,1,Gold Cup qualification,1677.6713615150866,1459.5768036962088,218.09455781887777,0.6,0.0,2.6,0.0,0.8,5.0,1.8,-5.0,0.3,0.0,1.7,0.0,1.1,5.0,0.6,-5.0,0,0.0,0.0
2021-07-02,Brazil,Chile,1,0,Copa América,1959.5093679841052,1601.9074235671783,357.6019444169269,0.8,0.0,2.4,1.0,0.4,1.4,2.0,-0.4,0.9,0.0,2.6,0.7,0.4,1.1,2.2,-0.4,4,0.5,0.0
2021-07-02,Belgium,Italy,1,2,UEFA Euro,2037.1801775103024,1775.9636711125404,261.21650639776203,1.0,1.0,1.8,2.8,0.2,0.2,1.6,2.6,0.8,0.8,2.6,2.2,0.6,0.4,2.0,1.8,1,0.0,0.0
2021-07-02,Switzerland,Spain,1,1,UEFA Euro,1826.1928204343276,1826.2101587332247,-0.01733829889712979,0.4,0.6,2.8,3.0,1.6,0.8,1.2,2.2,0.7,0.6,2.6,2.7,1.2,0.7,1.4,2.0,6,0.0,0.5
2021-07-02,Peru,Paraguay,3,3,Copa América,1611.598651270736,1595.6253988756282,15.973252395107693,0.4,0.4,1.2,1.0,2.2,1.0,-1.0,0.0,0.2,0.3,1.1,1.1,2.1,1.0,-1.0,0.1,2,0.5,0.0
2021-07-03,Mexico,Nigeria,4,0,Friendly,1805.2655118743808,1490.7908335518184,314.47467832256234,0.4,0.2,1.4,0.8,0.8,1.0,0.6,-0.2,0.5,0.3,1.5,0.9,0.9,1.0,0.6,-0.1,0,0.0,0.0
2021-07-03,Argentina,Ecuador,3,0,Copa América,1844.0509980881252,1573.141764685464,270.90923340266113,0.6,0.0,1.8,1.2,0.8,1.6,1.0,-0.4,0.6,0.4,1.6,2.1,0.7,1.6,0.9,0.5,2,0.5,0.0
2021-07-03,Uruguay,Colombia,0,0,Copa América,1756.8842558666101,1595.507715342465,161.37654052414518,0.4,0.2,0.8,1.0,0.4,1.2,0.4,-0.2,0.4,0.3,1.1,1.4,0.9,1.7,0.2,-0.3,3,0.0,0.3333
2021-07-03,Ukraine,England,0,4,UEFA Euro,1707.6333327774164,1811.4406019181065,-103.8072691406901,0.2,0.8,1.0,1.0,1.8,0.0,-0.8,1.0,0.2,0.9,0.9,1.9,2.5,0.1,-1.6,1.8,0,0.0,0.0
2021-07-03,Czech Republic,Denmark,1,2,UEFA Euro,1792.1162827017652,1704.2353046601725,87.8809780415927,0.6,0.4,1.6,2.0,0.6,1.4,1.0,0.6,0.5,0.5,1.7,1.4,1.1,0.9,0.6,0.5,0,0.0,0.0
2021-07-04,Qatar,El Salvador,1,0,Friendly,1792.996765619389,1358.0563383027038,434.94042731668515,0.8,0.6,1.2,0.6,0.4,1.6,0.8,-1.0,0.5,0.3,1.4,0.4,1.1,2.8,0.3,-2.4,0,0.0,0.0
2021-07-05,Brazil,Peru,1,0,Copa América,1965.1690720831098,1510.4500924815982,454.7189796015116,0.8,0.4,2.2,1.8,0.4,2.2,1.8,-0.4,0.9,0.2,2.2,1.3,0.4,2.3,1.8,-1.0,7,0.7143,0.0
2021-07-06,Argentina,Colombia,1,1,Copa América,1859.251623505043,1606.3509076865878,252.90071581845518,0.8,0.2,2.0,0.6,0.4,0.8,1.6,-0.2,0.6,0.2,1.8,1.1,0.7,1.7,1.1,-0.6,3,0.0,0.0
2021-07-06,Italy,Spain,1,1,UEFA Euro,1916.869828750108,1826.2089111423327,90.66091760777522,1.0,0.4,2.8,2.4,0.4,1.0,2.4,1.4,0.8,0.5,2.2,2.2,0.4,0.8,1.8,1.4,3,0.6667,0.0
2021-07-06,Haiti,Bermuda,4,1,Gold Cup qualification,1695.411968908984,1425.2185274957546,270.19344141322927,0.6,0.2,3.4,1.2,1.0,3.2,2.4,-2.0,0.4,0.1667,2.3,1.17,1.1,3.0,1.2,-1.83,1,1.0,0.0
2021-07-06,South Africa,Botswana,1,0,COSAFA Cup,1614.9308669221523,1457.0388782949078,157.89198862724447,0.6,0.0,2.0,0.4,1.4,2.4,0.6,-2.0,0.5,0.0,1.5,0.4,1.3,2.4,0.2,-2.0,2,0.5,0.0
2021-07-07,Senegal,Namibia,1,2,COSAFA Cup,1794.8672206370784,1422.5848461335606,372.28237450351776,0.6,0.0,1.4,0.6,0.4,2.2,1.0,-1.6,0.6,0.0,1.7,0.6,0.7,2.2,1.0,-1.6,0,0.0,0.0
2021-07-07,England,Denmark,2,1,UEFA Euro,1944.7126187441943,1735.4273543448746,209.28526439931966,0.8,0.6,1.6,2.0,0.0,0.8,1.6,1.2,0.9,0.5,1.9,1.5,0.1,1.0,1.8,0.5,3,0.0,0.0
2021-07-08,South Africa,Eswatini,1,0,COSAFA Cup,1620.6753692706134,1355.3102784347398,265.3650908358736,0.6,0.0,1.8,0.6,1.4,3.0,0.4,-2.4,0.5,0.0,1.4,0.5,1.2,2.83,0.2,-2.33,0,0.0,0.0
2021-07-09,Senegal,Mozambique,1,0,COSAFA Cup,1776.966908196974,1473.2325419195972,303.7343662773767,0.4,0.0,1.4,1.0,0.8,1.5,0.6,-0.5,0.6,0.0,1.7,1.0,0.8,1.5,0.9,-0.5,0,0.0,0.0
2021-07-09,Peru,Colombia,2,3,Copa América,1607.0492930657035,1621.895484299246,-14.846191233542413,0.2,0.0,1.4,0.6,2.2,1.0,-0.8,-0.4,0.2,0.2,1.3,1.0,2.3,1.6,-1.0,-0.6,4,0.0,0.25
2021-07-10,Brazil,Argentina,0,1,Copa América,1968.5698714990044,1743.7070468923848,224.8628246066196,0.8,0.8,1.8,2.0,0.4,0.4,1.4,1.6,0.9,0.5,1.9,1.7,0.2,0.7,1.7,1.0,7,0.1429,0.0
2021-07-10,Mexico,Trinidad and Tobago,0,0,Gold Cup,1810.53825532111,1373.144779824561,437.39347549654894,0.4,0.0,1.8,0.0,0.6,4.0,1.2,-4.0,0.6,0.0,1.7,0.0,0.7,2.6,1.0,-2.6,1,1.0,0.0
2021-07-11,England,Italy,1,1,UEFA Euro,1956.2442471967984,1810.4903929722484,145.75385422454997,0.8,0.8,1.8,2.2,0.2,0.6,1.6,1.6,0.9,0.7,1.6,2.0,0.2,0.5,1.4,1.5,3,0.0,0.3333
2021-07-11,Canada,Martinique,4,1,Gold Cup,1895.8858105685133,1459.3018207126536,436.5839898558597,1.0,0.0,5.2,1.0,0.0,3.5,5.2,-2.5,0.8,0.0,4.0,1.0,0.8,3.5,3.2,-2.5,1,1.0,0.0
2021-07-11,USA,Haiti,1,0,Gold Cup,1716.201731544723,1607.6139268379534,108.5878047067697,0.8,0.6,2.2,2.2,1.0,1.2,1.2,1.0,0.8,0.5,3.4,2.6,0.8,1.1,2.6,1.5,0,0.0,0.0
2021-07-13,Qatar,Panama,3,3,Gold Cup,1794.5087240169105,1606.843681149639,187.6650428672715,0.8,0.6,1.2,3.6,0.4,0.8,0.8,2.8,0.6,0.5,1.5,2.3,1.0,1.2,0.5,1.1,0,0.0,0.0
2021-07-13,South Africa,Lesotho,4,0,COSAFA Cup,1624.24237614611,1500.8039877507574,123.4383883953526,0.6,0.0,1.2,0.5,1.0,0.5,0.2,0.0,0.6,0.0,1.5,0.5,1.0,0.5,0.5,0.0,0,0.0,0.0
2021-07-13,Senegal,Zimbabwe,2,1,COSAFA Cup,1779.931800762913,1428.6870301010647,351.2447706618484,0.6,0.0,1.6,0.8,0.8,2.2,0.8,-1.4,0.6,0.1667,1.6,1.0,0.8,2.0,0.8,-1.0,0,0.0,0.0
2021-07-14,Guatemala,Mexico,0,3,Gold Cup,1594.2798274107495,1693.5229356013276,-99.24310819057814,0.0,0.4,0.0,1.8,1.75,0.6,-1.75,1.2,0.0,0.5,0.0,1.4,1.75,0.5,-1.75,0.9,0,0.0,0.0
2021-07-14,South Africa,Zambia,0,0,COSAFA Cup,1636.5976225897755,1489.6041002659722,146.9935223238033,0.8,0.2,1.8,1.4,0.8,3.2,1.0,-1.8,0.6,0.2857,1.8,1.43,1.0,2.86,0.8,-1.43,2,0.0,0.0
2021-07-14,Senegal,Malawi,2,1,COSAFA Cup,1782.2701975088728,1475.4249456770744,306.84525183179835,0.8,0.0,1.8,0.0,0.8,1.0,1.0,-1.0,0.6,0.0,1.4,0.0,0.8,1.0,0.6,-1.0,0,0.0,0.0
2021-07-15,Haiti,Canada,1,4,Gold Cup,1693.668863105993,1801.131568543021,-107.46270543702803,0.4,1.0,2.0,3.8,1.4,0.2,0.6,3.6,0.5,0.9,2.5,4.3,1.1,0.5,1.4,3.8,3,0.3333,0.3333
2021-07-15,USA,Martinique,6,1,Gold Cup,1730.1467952766834,1454.0560627381458,276.0907325385376,0.8,0.0,2.0,1.0,0.8,3.67,1.2,-2.67,0.9,0.0,3.5,1.0,0.8,3.67,2.7,-2.67,0,0.0,0.0
2021-07-16,South Africa,Mozambique,3,0,COSAFA Cup,1632.6023912061573,1470.267649353658,162.3347418524993,0.8,0.0,1.8,0.67,0.4,1.33,1.4,-0.67,0.6,0.0,1.7,0.67,0.9,1.33,0.8,-0.67,0,0.0,0.0
2021-07-16,Senegal,Eswatini,2,2,COSAFA Cup,1785.1901509154447,1351.743271559243,433.44687935620163,0.8,0.0,1.6,0.4,0.8,2.4,0.8,-2.0,0.7,0.0,1.5,0.43,0.6,2.57,0.9,-2.14,2,0.0,0.0
2021-07-17,Panama,Honduras,2,3,Gold Cup,1716.7056114918246,1330.7332285624761,385.97238292934844,0.4,0.0,1.6,0.2,1.4,2.0,0.2,-1.8,0.5,0.1,2.6,0.3,1.4,1.7,1.2,-1.4,1,0.0,1.0
2021-07-17,Grenada,Qatar,0,4,Gold Cup,1571.2952081094527,1684.646793674725,-113.35158556527222,0.0,0.6,0.0,1.4,10.0,0.8,-10.0,0.6,0.0,0.6,0.0,1.7,10.0,0.8,-10.0,0.9,0,0.0,0.0
2021-07-18,USA,Canada,1,0,Gold Cup,1743.705319956355,1825.6384828227954,-81.9331628664404,1.0,1.0,3.0,3.2,0.6,0.4,2.4,2.8,0.9,0.9,3.5,4.3,0.7,0.5,2.8,3.8,2,0.5,0.5
2021-07-18,Mexico,El Salvador,1,0,Gold Cup,1818.7886928682994,1356.5443799051823,462.2443129631172,0.6,0.4,2.0,0.4,0.0,1.8,2.0,-1.4,0.5,0.3,1.5,0.4,0.5,2.7,1.0,-2.3,1,1.0,0.0
2021-07-18,Martinique,Haiti,1,2,Gold Cup,1540.4975380584742,1569.1619488262188,-28.664410767744585,0.0,0.4,1.0,2.2,4.25,2.0,-3.25,0.2,0.0,0.5,1.0,2.5,4.25,1.2,-3.25,1.3,0,0.0,0.0
2021-07-18,South Africa,Senegal,0,0,COSAFA Cup,1642.4730191420613,1676.7141696793456,-34.241150537284284,0.8,0.6,1.8,1.6,0.0,1.2,1.8,0.4,0.7,0.6,1.9,1.5,0.7,0.8,1.2,0.7,0,0.0,0.0
2021-07-20,Panama,Grenada,3,1,Gold Cup,1680.6178797696145,1445.613299462403,235.00458030721165,0.2,0.0,1.4,0.0,2.0,7.0,-0.6,-7.0,0.5,0.0,2.6,0.0,1.1,7.0,1.5,-7.0,0,0.0,0.0
2021-07-20,Honduras,Qatar,0,2,Gold Cup,1466.8209602846862,1710.3287023217747,-243.50774203708852,0.2,0.8,0.6,2.0,2.2,0.6,-1.6,1.4,0.2,0.7,0.5,2.0,1.7,0.7,-1.2,1.3,0,0.0,0.0
2021-07-24,Mexico,Honduras,3,0,Gold Cup,1821.4015265595237,1354.9685824270562,466.4329441324676,0.8,0.2,2.2,0.6,0.0,1.2,2.2,-0.6,0.6,0.2,1.6,0.5,0.4,1.6,1.2,-1.1,1,0.0,0.0
2021-07-24,Qatar,El Salvador,3,2,Gold Cup,1822.1810801794047,1353.931546213958,468.24953396544674,0.8,0.2,2.2,0.2,0.6,2.0,1.6,-1.8,0.8,0.3,2.1,0.3,0.5,1.8,1.6,-1.5,1,1.0,0.0
2021-07-25,Costa Rica,Canada,0,2,Gold Cup,1539.771013392351,1801.0075596691172,-261.23654627676615,0.0,0.8,0.2,2.4,1.2,0.6,-1.0,1.8,0.1,0.8,0.4,3.9,1.1,0.5,-0.7,3.4,0,0.0,0.0
2021-07-25,USA,Jamaica,1,0,Gold Cup,1768.3362431100331,1455.0853256601301,313.250917449903,1.0,0.4,3.0,1.0,0.6,2.2,2.4,-1.2,0.9,0.4,3.0,1.1,0.7,1.7,2.3,-0.6,3,0.6667,0.0
2021-07-29,Mexico,Canada,2,1,Gold Cup,1825.872011090277,1811.9191406345153,13.95287045576174,0.8,0.8,2.2,2.6,0.0,0.6,2.2,2.0,0.6,0.9,1.8,4.1,0.4,0.4,1.4,3.7,1,1.0,0.0
2021-07-29,USA,Qatar,1,0,Gold Cup,1773.9946384868172,1724.710749157091,49.28388932972621,1.0,0.8,2.6,2.6,0.2,1.0,2.4,1.6,0.9,0.8,2.4,1.9,0.7,0.7,1.7,1.2,0,0.0,0.0
2021-08-01,USA,Mexico,1,0,Gold Cup,1791.1765061839292,1745.0692508179327,46.10725536599648,1.0,0.8,2.0,1.8,0.2,0.2,1.8,1.6,0.9,0.6,2.1,1.8,0.6,0.4,1.5,1.4,5,0.4,0.0
2021-09-01,Central African Republic,Cape Verde,1,1,FIFA World Cup qualification,1524.9417389105147,1520.684826224717,4.256912685797715,0.0,0.4,0.25,0.8,2.5,0.6,-2.25,0.2,0.0,0.4,0.25,1.1,2.5,0.9,-2.25,0.2,0,0.0,0.0
2021-09-01,Bahrain,Haiti,6,1,Friendly,1571.35916507031,1587.5156263571537,-16.15646128684375,0.2,0.6,0.8,2.6,1.8,1.6,-1.0,1.0,0.3,0.6,0.7,2.6,1.0,1.2,-0.3,1.4,0,0.0,0.0
2021-09-01,France,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,1954.8427630830072,1449.8232256288,505.01953745420724,0.4,0.0,2.0,0.4,1.2,1.0,0.8,-0.6,0.6,0.0,2.1,0.3,0.9,1.5,1.2,-1.2,1,0.0,0.0
2021-09-01,Portugal,Republic of Ireland,2,1,FIFA World Cup qualification,1873.0210245171459,1543.6646675379368,329.35635697920907,0.4,0.2,2.2,1.0,1.4,1.6,0.8,-0.6,0.5,0.3,2.0,1.1,1.2,1.3,0.8,-0.2,0,0.0,0.0
2021-09-01,Senegal,Togo,2,0,FIFA World Cup qualification,1775.731808605836,1298.5004583607308,477.2313502451052,0.6,0.0,1.4,1.0,0.8,2.4,0.6,-1.4,0.5,0.0,1.4,0.75,0.8,2.25,0.6,-1.5,0,0.0,0.0
2021-09-01,Switzerland,Greece,2,1,Friendly,1826.1940680252196,1481.1188651223847,345.0752029028349,0.2,0.4,1.6,1.4,1.8,1.2,-0.2,0.2,0.6,0.3,2.4,1.1,1.3,1.3,1.1,-0.2,1,0.0,0.0
2021-09-01,Norway,Netherlands,1,1,FIFA World Cup qualification,1704.8378963597115,1762.6138957760868,-57.77599941637527,0.6,0.8,1.2,2.2,1.0,0.8,0.2,1.4,0.5,0.7,1.3,2.6,1.1,1.1,0.2,1.5,0,0.0,0.0
2021-09-01,Qatar,Serbia,0,4,Friendly,1807.528881459979,1510.086854400656,297.442027059323,0.6,0.0,2.4,1.0,1.2,1.2,1.2,-0.2,0.7,0.2,1.8,1.1,0.8,1.2,1.0,-0.1,0,0.0,0.0
2021-09-01,Moldova,Austria,0,2,FIFA World Cup qualification,1479.9055880091737,1596.8676789776887,-116.96209096851499,0.0,0.4,0.2,1.0,2.6,1.0,-2.4,0.0,0.0,0.3,0.33,1.1,2.56,1.4,-2.22,-0.3,0,0.0,0.0
2021-09-01,Turkey,Montenegro,2,2,FIFA World Cup qualification,1715.8630724503466,1360.5683273792351,355.2947450711115,0.2,0.0,0.6,0.0,1.6,2.8,-1.0,-2.8,0.4,0.0,1.5,0.38,1.6,2.62,-0.1,-2.25,1,0.0,0.0
2021-09-01,Russia,Croatia,0,0,FIFA World Cup qualification,1615.347612158265,1612.704143741132,2.6434684171331355,0.0,0.2,1.0,1.4,2.6,1.8,-1.6,-0.4,0.2,0.3,1.2,1.4,2.2,1.4,-1.0,0.0,1,0.0,0.0
2021-09-01,Denmark,Scotland,2,0,FIFA World Cup qualification,1823.8957258922705,1492.7637767313843,331.1319491608863,0.4,0.2,1.4,0.8,1.2,1.4,0.2,-0.6,0.5,0.2,1.6,1.1,1.0,1.2,0.6,-0.1,1,0.0,0.0
2021-09-01,Egypt,Angola,1,0,FIFA World Cup qualification,1702.135909453197,1462.3223742869986,239.81353516619833,0.6,0.0,1.8,0.6,0.4,0.8,1.4,-0.2,0.6,0.0,1.4,0.43,0.4,0.71,1.0,-0.29,0,0.0,0.0
2021-09-02,El Salvador,USA,0,0,FIFA World Cup qualification,1451.4018772362717,1708.5378311689094,-257.1359539326377,0.2,1.0,0.6,2.0,2.2,0.2,-1.6,1.8,0.3,0.9,0.5,2.0,2.0,0.5,-1.5,1.5,1,0.0,1.0
2021-09-02,Mexico,Jamaica,2,1,FIFA World Cup qualification,1827.7079258329525,1449.426930283346,378.28099554960636,0.8,0.2,1.8,0.8,0.4,2.4,1.4,-1.6,0.6,0.3,1.8,0.9,0.5,1.7,1.3,-0.8,0,0.0,0.0
2021-09-02,Ecuador,Paraguay,2,0,FIFA World Cup qualification,1657.9411392685463,1596.773957664766,61.167181603780364,0.0,0.4,1.0,1.6,1.8,1.2,-0.8,0.4,0.3,0.3,1.7,1.2,1.7,1.1,0.0,0.1,0,0.0,0.0
2021-09-02,Canada,Honduras,1,1,FIFA World Cup qualification,1892.7219009068597,1350.4980978963029,542.2238030105568,0.6,0.2,2.2,0.6,1.0,1.6,1.2,-1.0,0.8,0.2,3.7,0.5,0.5,1.7,3.2,-1.2,0,0.0,0.0
2021-09-02,Saudi Arabia,Vietnam,3,1,FIFA World Cup qualification,1720.7369807712894,1430.3528279340385,290.3841528372509,1.0,0.0,3.0,0.8,0.0,1.6,3.0,-0.8,0.8,0.0,2.3,0.83,0.4,1.5,1.9,-0.67,0,0.0,0.0
2021-09-02,Algeria,Djibouti,8,0,FIFA World Cup qualification,1854.9332785728373,1500.0,354.93327857283725,1.0,0.5,3.4,0.0,0.4,0.0,3.0,0.0,0.7,0.5,2.8,0.0,1.0,0.0,1.8,0.0,0,0.0,0.0
2021-09-02,Morocco,Sudan,2,0,FIFA World Cup qualification,1774.0080400782347,1488.692682900261,285.31535717797374,0.8,0.4,1.0,0.6,0.0,1.2,1.0,-0.6,0.7,0.2857,1.6,0.43,0.3,1.43,1.3,-1.0,0,0.0,0.0
2021-09-02,DR Congo,Tanzania,1,1,FIFA World Cup qualification,1572.8953684860396,1429.8253936295189,143.06997485652073,0.4,0.0,0.6,0.2,1.0,1.6,-0.4,-1.4,0.2,0.2222,0.6,0.67,1.1,1.67,-0.5,-1.0,1,0.0,1.0
2021-09-02,South Korea,Iraq,0,0,FIFA World Cup qualification,1741.128126296493,1646.8947957740716,94.23333052242151,0.8,0.6,2.8,2.2,1.0,0.8,1.8,1.4,0.7,0.6,2.0,1.6,1.1,0.6,0.9,1.0,0,0.0,0.0
2021-09-02,Japan,Oman,0,1,FIFA World Cup qualification,1842.303847494848,1390.2430047067364,452.0608427881116,1.0,0.0,6.8,0.4,0.4,1.6,6.4,-1.2,0.8,0.0,3.9,0.3,0.4,1.6,3.5,-1.3,1,0.0,0.0
2021-09-02,Iran,Syria,1,0,FIFA World Cup qualification,1839.601116419558,1449.0819225403645,390.5191938791934,1.0,0.2,4.0,0.2,0.2,1.2,3.8,-1.0,0.8,0.1,3.9,0.5,0.5,1.8,3.4,-1.3,2,1.0,0.0
2021-09-02,Sweden,Spain,2,1,FIFA World Cup qualification,1801.0744104754933,1832.5883469201922,-31.513936444698857,0.6,0.4,1.6,2.6,1.0,1.2,0.6,1.4,0.7,0.5,1.7,2.2,0.9,0.8,0.8,1.4,5,0.0,0.4
2021-09-02,Panama,Costa Rica,0,0,FIFA World Cup qualification,1692.9427066559679,1428.859432426953,264.08327422901493,0.2,0.0,1.6,0.0,2.0,1.4,-0.4,-1.4,0.6,0.0,2.9,0.2,1.2,1.2,1.7,-1.0,2,0.0,0.0
2021-09-02,Australia,China,3,0,FIFA World Cup qualification,1831.8802209995913,1322.1414943222508,509.73872667734054,1.0,0.0,2.6,0.4,0.2,1.8,2.4,-1.4,0.8,0.0,2.8,0.4,0.4,2.3,2.4,-1.9,0,0.0,0.0
2021-09-02,Peru,Uruguay,1,1,FIFA World Cup qualification,1583.1169126810871,1646.0410635224873,-62.924150841400206,0.2,0.4,1.8,0.8,2.0,0.4,-0.2,0.4,0.2,0.3,1.3,0.9,2.4,0.8,-1.1,0.1,4,0.0,0.5
2021-09-02,Bolivia,Colombia,1,1,FIFA World Cup qualification,1382.8467396894328,1645.8278646838623,-262.9811249944296,0.0,0.2,1.0,1.2,2.6,1.4,-1.6,-0.2,0.1,0.3,1.1,1.3,2.7,1.5,-1.6,-0.2,0,0.0,0.0
2021-09-02,Liechtenstein,Germany,0,2,FIFA World Cup qualification,1505.691021278755,1720.504762488328,-214.81374120957298,0.0,0.4,0.0,2.6,5.0,1.6,-5.0,1.0,0.0,0.4,0.0,1.9,5.0,1.7,-5.0,0.2,0,0.0,0.0
2021-09-02,Venezuela,Argentina,1,3,FIFA World Cup qualification,1604.1931687305344,1782.9517192273192,-178.7585504967849,0.0,0.8,0.4,2.0,1.2,0.4,-0.8,1.6,0.1,0.6,0.6,1.7,1.3,0.6,-0.7,1.1,2,0.0,0.0
2021-09-02,Estonia,Belgium,2,5,FIFA World Cup qualification,1478.5292219929183,1896.274019872735,-417.7447978798166,0.0,0.8,0.4,1.8,3.8,0.6,-3.4,1.2,0.0,0.7,0.5,2.3,3.88,0.6,-3.38,1.7,0,0.0,0.0
2021-09-02,Czech Republic,Belarus,1,0,FIFA World Cup qualification,1760.924233017063,1452.0048428721057,308.91939014495733,0.4,0.0,1.2,0.2,0.8,4.0,0.4,-3.8,0.4,0.0,1.6,0.2,1.3,4.0,0.3,-3.8,0,0.0,0.0
2021-09-02,Chile,Brazil,0,1,FIFA World Cup qualification,1696.2477194681737,1829.32519916407,-133.07747969589627,0.0,0.6,0.6,1.0,1.2,0.6,-0.6,0.4,0.0,0.8,0.7,1.8,1.2,0.3,-0.5,1.5,5,0.0,0.6
2021-09-02,Hungary,England,0,4,FIFA World Cup qualification,1622.1988505998938,1846.331238525406,-224.13238792551215,0.4,0.8,1.2,2.0,1.2,0.4,0.0,1.6,0.3,0.8,1.0,1.5,1.5,0.3,-0.5,1.2,1,0.0,0.0
2021-09-03,Tunisia,Equatorial Guinea,3,0,FIFA World Cup qualification,1734.0045361116472,1432.7303708715756,301.2741652400716,0.8,0.0,1.8,0.75,1.0,1.75,0.8,-1.0,0.7,0.0,1.6,0.75,0.7,1.75,0.9,-1.0,2,0.5,0.0
2021-09-03,Mozambique,Ivory Coast,0,0,FIFA World Cup qualification,1560.397021417754,1664.8041069493927,-104.40708553163859,0.0,0.6,0.5,1.8,1.75,0.6,-1.25,1.2,0.0,0.5,0.5,1.4,1.75,0.8,-1.25,0.6,0,0.0,0.0
2021-09-03,Zimbabwe,South Africa,0,0,FIFA World Cup qualification,1526.348633355105,1543.4553802155708,-17.10674686046582,0.0,0.6,0.8,1.6,2.4,0.0,-1.6,1.6,0.1429,0.6,1.0,1.7,2.0,0.7,-1.0,1.0,0,0.0,0.0
2021-09-03,Ghana,Ethiopia,1,0,FIFA World Cup qualification,1720.525430490741,1472.4721282320238,248.05330225871717,0.2,0.3333,0.8,1.0,0.8,2.0,0.0,-1.0,0.5,0.3333,1.4,1.0,0.8,2.0,0.6,-1.0,1,0.0,0.0
2021-09-04,Qatar,Portugal,1,3,Friendly,1775.7617606174556,1780.8552296149728,-5.0934689975172205,0.6,0.4,1.8,1.8,1.4,1.6,0.4,0.2,0.6,0.5,1.6,1.9,1.1,1.1,0.5,0.8,0,0.0,0.0
2021-09-04,Scotland,Moldova,1,0,FIFA World Cup qualification,1581.1165040019287,1349.507096893487,231.6094071084417,0.2,0.0,0.4,0.2,1.4,2.2,-1.0,-2.0,0.2,0.0,1.1,0.3,1.3,2.5,-0.2,-2.2,0,0.0,0.0
2021-09-04,Bosnia and Herzegovina,Kuwait,1,0,Friendly,1576.7150807665191,1379.0638476524728,197.65123311404636,0.0,0.2,0.2,0.8,0.8,1.4,-0.6,-0.6,0.0,0.2,0.4,0.7,1.6,1.6,-1.2,-0.9,0,0.0,0.0
